,level_0,level_1,strain,time since birth [min],cdg_dh,type,cdg [a.u.],cdg_dl
0,strain,0,AKS1088,0,701.0155440414508,high cdg cell,701.0155440414508,
1,strain,1,AKS1088,5,687.8984771573604,high cdg cell,687.8984771573604,
2,strain,2,AKS1088,10,681.0507614213197,high cdg cell,681.0507614213197,
3,strain,3,AKS1088,15,680.3592233009708,high cdg cell,680.3592233009708,
4,strain,4,AKS1088,20,674.3828828828829,high cdg cell,674.3828828828829,
5,strain,5,AKS1088,25,697.5242290748898,high cdg cell,697.5242290748898,
6,strain,6,AKS1088,30,705.7445887445888,high cdg cell,705.7445887445888,
7,strain,7,AKS1088,35,726.748987854251,high cdg cell,726.748987854251,
8,strain,8,AKS1088,40,734.0700389105058,high cdg cell,734.0700389105058,
9,strain,9,AKS1088,45,744.1574803149606,high cdg cell,744.1574803149606,
10,strain,10,AKS1088,50,753.6115384615384,high cdg cell,753.6115384615384,
11,strain,11,AKS1088,55,750.5992779783394,high cdg cell,750.5992779783394,
12,strain,12,AKS1088,60,770.1779359430604,high cdg cell,770.1779359430604,
13,strain,13,AKS1088,65,761.6172413793104,high cdg cell,761.6172413793104,
14,strain,14,AKS1088,70,762.9177631578947,high cdg cell,762.9177631578947,
15,strain,15,AKS1088,75,758.0506329113924,high cdg cell,758.0506329113924,
16,strain,16,AKS1088,80,745.6786786786787,high cdg cell,745.6786786786787,
17,strain,0,AKS1088,0,713.3235294117648,high cdg cell,713.3235294117648,
18,strain,1,AKS1088,5,709.8427419354839,high cdg cell,709.8427419354839,
19,strain,2,AKS1088,10,699.5617529880478,high cdg cell,699.5617529880478,
20,strain,3,AKS1088,15,702.1908396946565,high cdg cell,702.1908396946565,
21,strain,4,AKS1088,20,700.343396226415,high cdg cell,700.343396226415,
22,strain,5,AKS1088,25,722.9563636363637,high cdg cell,722.9563636363637,
23,strain,6,AKS1088,30,738.7074074074075,high cdg cell,738.7074074074075,
24,strain,7,AKS1088,35,759.551094890511,high cdg cell,759.551094890511,
25,strain,8,AKS1088,40,752.0551724137931,high cdg cell,752.0551724137931,
26,strain,9,AKS1088,45,777.696551724138,high cdg cell,777.696551724138,
27,strain,10,AKS1088,50,774.5252525252525,high cdg cell,774.5252525252525,
28,strain,11,AKS1088,55,796.1258741258741,high cdg cell,796.1258741258741,
29,strain,12,AKS1088,60,793.940594059406,high cdg cell,793.940594059406,
30,strain,13,AKS1088,65,802.1850649350649,high cdg cell,802.1850649350649,
31,strain,14,AKS1088,70,790.1308411214953,high cdg cell,790.1308411214953,
32,strain,15,AKS1088,75,793.3712574850299,high cdg cell,793.3712574850299,
33,strain,0,AKS1088,0,829.528,high cdg cell,829.528,
34,strain,1,AKS1088,5,846.8161764705883,high cdg cell,846.8161764705883,
35,strain,2,AKS1088,10,837.3098591549295,high cdg cell,837.3098591549295,
36,strain,3,AKS1088,15,839.0063694267516,high cdg cell,839.0063694267516,
37,strain,4,AKS1088,20,849.6488095238095,high cdg cell,849.6488095238095,
38,strain,5,AKS1088,25,825.7514124293785,high cdg cell,825.7514124293785,
39,strain,6,AKS1088,30,825.0108695652174,high cdg cell,825.0108695652174,
40,strain,7,AKS1088,35,811.3118279569892,high cdg cell,811.3118279569892,
41,strain,8,AKS1088,40,803.8,high cdg cell,803.8,
42,strain,9,AKS1088,45,811.7733990147783,high cdg cell,811.7733990147783,
43,strain,10,AKS1088,50,810.5686274509804,high cdg cell,810.5686274509804,
44,strain,11,AKS1088,55,796.4345794392524,high cdg cell,796.4345794392524,
45,strain,12,AKS1088,60,797.0844444444444,high cdg cell,797.0844444444444,
46,strain,13,AKS1088,65,786.9739130434782,high cdg cell,786.9739130434782,
47,strain,0,AKS1088,0,660.1963190184049,high cdg cell,660.1963190184049,
48,strain,1,AKS1088,5,666.6023391812865,high cdg cell,666.6023391812865,
49,strain,2,AKS1088,10,635.1333333333333,high cdg cell,635.1333333333333,
50,strain,3,AKS1088,15,610.2460732984293,high cdg cell,610.2460732984293,
51,strain,4,AKS1088,20,588.9752475247525,high cdg cell,588.9752475247525,
52,strain,5,AKS1088,25,670.875,high cdg cell,670.875,
53,strain,6,AKS1088,30,712.9468599033817,high cdg cell,712.9468599033817,
54,strain,7,AKS1088,35,709.6238532110092,high cdg cell,709.6238532110092,
55,strain,8,AKS1088,40,743.546255506608,high cdg cell,743.546255506608,
56,strain,9,AKS1088,45,758.8808510638298,high cdg cell,758.8808510638298,
57,strain,10,AKS1088,50,770.3609958506224,high cdg cell,770.3609958506224,
58,strain,11,AKS1088,55,790.2460317460317,high cdg cell,790.2460317460317,
59,strain,12,AKS1088,60,797.9221789883269,high cdg cell,797.9221789883269,
60,strain,13,AKS1088,65,802.7282608695652,high cdg cell,802.7282608695652,
61,strain,14,AKS1088,70,802.1978798586572,high cdg cell,802.1978798586572,
62,strain,15,AKS1088,75,813.2980132450331,high cdg cell,813.2980132450331,
63,strain,16,AKS1088,80,809.2124183006536,high cdg cell,809.2124183006536,
64,strain,0,AKS1088,0,659.7253521126761,high cdg cell,659.7253521126761,
65,strain,1,AKS1088,5,582.0457516339869,high cdg cell,582.0457516339869,
66,strain,2,AKS1088,10,632.0705128205128,high cdg cell,632.0705128205128,
67,strain,3,AKS1088,15,635.9050632911392,high cdg cell,635.9050632911392,
68,strain,4,AKS1088,20,616.2901234567901,high cdg cell,616.2901234567901,
69,strain,5,AKS1088,25,603.792899408284,high cdg cell,603.792899408284,
70,strain,6,AKS1088,30,621.6467065868263,high cdg cell,621.6467065868263,
71,strain,7,AKS1088,35,666.9329268292682,high cdg cell,666.9329268292682,
72,strain,8,AKS1088,40,704.175,high cdg cell,704.175,
73,strain,9,AKS1088,45,709.1011904761905,high cdg cell,709.1011904761905,
74,strain,10,AKS1088,50,716.7608695652174,high cdg cell,716.7608695652174,
75,strain,11,AKS1088,55,700.4545454545455,high cdg cell,700.4545454545455,
76,strain,12,AKS1088,60,697.4146341463414,high cdg cell,697.4146341463414,
77,strain,13,AKS1088,65,694.5627906976745,high cdg cell,694.5627906976745,
78,strain,14,AKS1088,70,679.5769230769231,high cdg cell,679.5769230769231,
79,strain,15,AKS1088,75,659.6150627615062,high cdg cell,659.6150627615062,
80,strain,16,AKS1088,80,647.1638655462185,high cdg cell,647.1638655462185,
81,strain,0,AKS1088,0,549.5614525139665,high cdg cell,549.5614525139665,
82,strain,1,AKS1088,5,569.3342776203966,high cdg cell,569.3342776203966,
83,strain,2,AKS1088,10,565.3091397849462,high cdg cell,565.3091397849462,
84,strain,3,AKS1088,15,550.992700729927,high cdg cell,550.992700729927,
85,strain,4,AKS1088,20,573.8407310704961,high cdg cell,573.8407310704961,
86,strain,5,AKS1088,25,585.5793650793651,high cdg cell,585.5793650793651,
87,strain,6,AKS1088,30,596.3897849462365,high cdg cell,596.3897849462365,
88,strain,7,AKS1088,35,602.2879177377893,high cdg cell,602.2879177377893,
89,strain,8,AKS1088,40,598.6163366336634,high cdg cell,598.6163366336634,
90,strain,9,AKS1088,45,588.4964539007092,high cdg cell,588.4964539007092,
91,strain,10,AKS1088,50,608.9274004683841,high cdg cell,608.9274004683841,
92,strain,11,AKS1088,55,602.9954954954954,high cdg cell,602.9954954954954,
93,strain,12,AKS1088,60,592.8939393939394,high cdg cell,592.8939393939394,
94,strain,13,AKS1088,65,598.7855626326964,high cdg cell,598.7855626326964,
95,strain,14,AKS1088,70,601.4094650205761,high cdg cell,601.4094650205761,
96,strain,0,AKS1088,0,606.7814207650273,high cdg cell,606.7814207650273,
97,strain,1,AKS1088,5,612.8444444444444,high cdg cell,612.8444444444444,
98,strain,2,AKS1088,10,603.4619565217391,high cdg cell,603.4619565217391,
99,strain,3,AKS1088,15,589.4712041884817,high cdg cell,589.4712041884817,
100,strain,4,AKS1088,20,615.6855670103092,high cdg cell,615.6855670103092,
101,strain,5,AKS1088,25,606.7832512315271,high cdg cell,606.7832512315271,
102,strain,6,AKS1088,30,582.6448598130842,high cdg cell,582.6448598130842,
103,strain,7,AKS1088,35,637.1018518518518,high cdg cell,637.1018518518518,
104,strain,8,AKS1088,40,653.2657657657658,high cdg cell,653.2657657657658,
105,strain,9,AKS1088,45,688.1284403669724,high cdg cell,688.1284403669724,
106,strain,10,AKS1088,50,718.9339207048458,high cdg cell,718.9339207048458,
107,strain,11,AKS1088,55,725.943231441048,high cdg cell,725.943231441048,
108,strain,12,AKS1088,60,742.0794979079498,high cdg cell,742.0794979079498,
109,strain,13,AKS1088,65,762.8252032520326,high cdg cell,762.8252032520326,
110,strain,14,AKS1088,70,773.9606299212599,high cdg cell,773.9606299212599,
111,strain,15,AKS1088,75,741.8488745980708,high cdg cell,741.8488745980708,
112,strain,16,AKS1088,80,738.8807339449542,high cdg cell,738.8807339449542,
113,strain,0,AKS1088,0,656.9049429657795,high cdg cell,656.9049429657795,
114,strain,1,AKS1088,5,617.2197802197802,high cdg cell,617.2197802197802,
115,strain,2,AKS1088,10,585.4192439862543,high cdg cell,585.4192439862543,
116,strain,3,AKS1088,15,552.6143344709898,high cdg cell,552.6143344709898,
117,strain,4,AKS1088,20,588.1143790849674,high cdg cell,588.1143790849674,
118,strain,5,AKS1088,25,587.311320754717,high cdg cell,587.311320754717,
119,strain,6,AKS1088,30,602.030959752322,high cdg cell,602.030959752322,
120,strain,7,AKS1088,35,616.6495468277946,high cdg cell,616.6495468277946,
121,strain,8,AKS1088,40,640.0985074626866,high cdg cell,640.0985074626866,
122,strain,9,AKS1088,45,661.3363095238095,high cdg cell,661.3363095238095,
123,strain,10,AKS1088,50,690.9797687861271,high cdg cell,690.9797687861271,
124,strain,11,AKS1088,55,688.3621169916435,high cdg cell,688.3621169916435,
125,strain,12,AKS1088,60,706.146408839779,high cdg cell,706.146408839779,
126,strain,13,AKS1088,65,719.6114130434783,high cdg cell,719.6114130434783,
127,strain,14,AKS1088,70,710.8713910761155,high cdg cell,710.8713910761155,
128,strain,15,AKS1088,75,713.9108910891089,high cdg cell,713.9108910891089,
129,strain,16,AKS1088,80,707.54,high cdg cell,707.54,
130,strain,0,AKS1088,0,575.3574007220217,high cdg cell,575.3574007220217,
131,strain,1,AKS1088,5,566.7986348122867,high cdg cell,566.7986348122867,
132,strain,2,AKS1088,10,569.2809364548496,high cdg cell,569.2809364548496,
133,strain,3,AKS1088,15,559.2218543046357,high cdg cell,559.2218543046357,
134,strain,4,AKS1088,20,566.3406940063091,high cdg cell,566.3406940063091,
135,strain,5,AKS1088,25,592.0984126984127,high cdg cell,592.0984126984127,
136,strain,6,AKS1088,30,614.2838709677419,high cdg cell,614.2838709677419,
137,strain,7,AKS1088,35,624.884105960265,high cdg cell,624.884105960265,
138,strain,8,AKS1088,40,640.5268138801262,high cdg cell,640.5268138801262,
139,strain,9,AKS1088,45,650.394578313253,high cdg cell,650.394578313253,
140,strain,10,AKS1088,50,661.6488095238095,high cdg cell,661.6488095238095,
141,strain,11,AKS1088,55,671.973293768546,high cdg cell,671.973293768546,
142,strain,12,AKS1088,60,676.8263305322129,high cdg cell,676.8263305322129,
143,strain,13,AKS1088,65,688.5686813186813,high cdg cell,688.5686813186813,
144,strain,0,AKS1088,0,579.9013157894736,high cdg cell,579.9013157894736,
145,strain,1,AKS1088,5,553.6441717791411,high cdg cell,553.6441717791411,
146,strain,2,AKS1088,10,562.6875,high cdg cell,562.6875,
147,strain,3,AKS1088,15,579.9722222222222,high cdg cell,579.9722222222222,
148,strain,4,AKS1088,20,549.2287234042553,high cdg cell,549.2287234042553,
149,strain,5,AKS1088,25,558.7704081632653,high cdg cell,558.7704081632653,
150,strain,6,AKS1088,30,536.1683168316831,high cdg cell,536.1683168316831,
151,strain,7,AKS1088,35,548.0961538461538,high cdg cell,548.0961538461538,
152,strain,8,AKS1088,40,565.2654028436019,high cdg cell,565.2654028436019,
153,strain,9,AKS1088,45,630.4009216589861,high cdg cell,630.4009216589861,
154,strain,10,AKS1088,50,638.1293103448276,high cdg cell,638.1293103448276,
155,strain,11,AKS1088,55,651.8050847457627,high cdg cell,651.8050847457627,
156,strain,12,AKS1088,60,644.1065573770492,high cdg cell,644.1065573770492,
157,strain,13,AKS1088,65,665.712,high cdg cell,665.712,
158,strain,14,AKS1088,70,677.0995850622406,high cdg cell,677.0995850622406,
159,strain,15,AKS1088,75,670.8333333333334,high cdg cell,670.8333333333334,
160,strain,16,AKS1088,80,684.1520912547528,high cdg cell,684.1520912547528,
161,strain,0,AKS1088,0,525.15,high cdg cell,525.15,
162,strain,1,AKS1088,5,518.6103896103896,high cdg cell,518.6103896103896,
163,strain,2,AKS1088,10,520.9316239316239,high cdg cell,520.9316239316239,
164,strain,3,AKS1088,15,514.508,high cdg cell,514.508,
165,strain,4,AKS1088,20,525.6465863453815,high cdg cell,525.6465863453815,
166,strain,5,AKS1088,25,551.6692307692308,high cdg cell,551.6692307692308,
167,strain,6,AKS1088,30,532.9402985074627,high cdg cell,532.9402985074627,
168,strain,7,AKS1088,35,561.2635379061372,high cdg cell,561.2635379061372,
169,strain,8,AKS1088,40,568.3959044368601,high cdg cell,568.3959044368601,
170,strain,9,AKS1088,45,588.5217391304348,high cdg cell,588.5217391304348,
171,strain,10,AKS1088,50,582.657980456026,high cdg cell,582.657980456026,
172,strain,11,AKS1088,55,607.6026058631921,high cdg cell,607.6026058631921,
173,strain,12,AKS1088,60,621.6828478964401,high cdg cell,621.6828478964401,
174,strain,13,AKS1088,65,631.828025477707,high cdg cell,631.828025477707,
175,strain,14,AKS1088,70,644.9022082018928,high cdg cell,644.9022082018928,
176,strain,15,AKS1088,75,647.0286624203821,high cdg cell,647.0286624203821,
177,strain,16,AKS1088,80,662.5727002967359,high cdg cell,662.5727002967359,
178,strain,0,AKS1088,0,694.2562814070352,high cdg cell,694.2562814070352,
179,strain,1,AKS1088,5,699.0094786729858,high cdg cell,699.0094786729858,
180,strain,2,AKS1088,10,700.3891402714933,high cdg cell,700.3891402714933,
181,strain,3,AKS1088,15,694.0311111111112,high cdg cell,694.0311111111112,
182,strain,4,AKS1088,20,703.2660944206009,high cdg cell,703.2660944206009,
183,strain,5,AKS1088,25,717.7053941908714,high cdg cell,717.7053941908714,
184,strain,6,AKS1088,30,729.3333333333334,high cdg cell,729.3333333333334,
185,strain,7,AKS1088,35,705.1165413533835,high cdg cell,705.1165413533835,
186,strain,8,AKS1088,40,726.7833935018051,high cdg cell,726.7833935018051,
187,strain,9,AKS1088,45,727.875,high cdg cell,727.875,
188,strain,10,AKS1088,50,740.9387755102041,high cdg cell,740.9387755102041,
189,strain,11,AKS1088,55,720.7409836065574,high cdg cell,720.7409836065574,
190,strain,12,AKS1088,60,704.9009287925696,high cdg cell,704.9009287925696,
191,strain,13,AKS1088,65,697.2515337423313,high cdg cell,697.2515337423313,
192,strain,14,AKS1088,70,688.109375,high cdg cell,688.109375,
193,strain,15,AKS1088,75,667.3911671924291,high cdg cell,667.3911671924291,
194,strain,0,AKS1088,0,609.6038961038961,high cdg cell,609.6038961038961,
195,strain,1,AKS1088,5,587.1385542168674,high cdg cell,587.1385542168674,
196,strain,2,AKS1088,10,580.056179775281,high cdg cell,580.056179775281,
197,strain,3,AKS1088,15,579.360655737705,high cdg cell,579.360655737705,
198,strain,4,AKS1088,20,627.3020833333334,high cdg cell,627.3020833333334,
199,strain,5,AKS1088,25,638.1343283582089,high cdg cell,638.1343283582089,
200,strain,6,AKS1088,30,649.3823529411765,high cdg cell,649.3823529411765,
201,strain,7,AKS1088,35,687.0666666666667,high cdg cell,687.0666666666667,
202,strain,8,AKS1088,40,683.6018957345972,high cdg cell,683.6018957345972,
203,strain,9,AKS1088,45,704.640350877193,high cdg cell,704.640350877193,
204,strain,10,AKS1088,50,712.5128205128206,high cdg cell,712.5128205128206,
205,strain,11,AKS1088,55,726.1528925619834,high cdg cell,726.1528925619834,
206,strain,12,AKS1088,60,735.4308300395257,high cdg cell,735.4308300395257,
207,strain,13,AKS1088,65,749.3854961832061,high cdg cell,749.3854961832061,
208,strain,14,AKS1088,70,749.3420074349442,high cdg cell,749.3420074349442,
209,strain,15,AKS1088,75,739.6161971830986,high cdg cell,739.6161971830986,
210,strain,16,AKS1088,80,726.2823129251701,high cdg cell,726.2823129251701,
211,strain,0,AKS1088,0,646.2113402061856,high cdg cell,646.2113402061856,
212,strain,1,AKS1088,5,657.4223300970874,high cdg cell,657.4223300970874,
213,strain,2,AKS1088,10,640.8584905660377,high cdg cell,640.8584905660377,
214,strain,3,AKS1088,15,657.4811320754717,high cdg cell,657.4811320754717,
215,strain,4,AKS1088,20,660.7410714285714,high cdg cell,660.7410714285714,
216,strain,5,AKS1088,25,669.4078947368421,high cdg cell,669.4078947368421,
217,strain,6,AKS1088,30,686.525641025641,high cdg cell,686.525641025641,
218,strain,7,AKS1088,35,702.8458333333333,high cdg cell,702.8458333333333,
219,strain,8,AKS1088,40,729.8200836820083,high cdg cell,729.8200836820083,
220,strain,9,AKS1088,45,736.531746031746,high cdg cell,736.531746031746,
221,strain,10,AKS1088,50,745.7528957528957,high cdg cell,745.7528957528957,
222,strain,11,AKS1088,55,754.8157894736842,high cdg cell,754.8157894736842,
223,strain,12,AKS1088,60,772.9368421052632,high cdg cell,772.9368421052632,
224,strain,0,AKS1088,0,505.2857142857143,high cdg cell,505.2857142857143,
225,strain,1,AKS1088,5,489.4060913705584,high cdg cell,489.4060913705584,
226,strain,2,AKS1088,10,536.9104477611941,high cdg cell,536.9104477611941,
227,strain,3,AKS1088,15,495.1560975609756,high cdg cell,495.1560975609756,
228,strain,4,AKS1088,20,479.07522123893807,high cdg cell,479.07522123893807,
229,strain,5,AKS1088,25,463.10917030567686,high cdg cell,463.10917030567686,
230,strain,6,AKS1088,30,481.7314049586777,high cdg cell,481.7314049586777,
231,strain,7,AKS1088,35,497.9539748953975,high cdg cell,497.9539748953975,
232,strain,8,AKS1088,40,492.564,high cdg cell,492.564,
233,strain,9,AKS1088,45,495.9925650557621,high cdg cell,495.9925650557621,
234,strain,10,AKS1088,50,519.7046263345196,high cdg cell,519.7046263345196,
235,strain,11,AKS1088,55,523.7395833333334,high cdg cell,523.7395833333334,
236,strain,12,AKS1088,60,531.2624584717609,high cdg cell,531.2624584717609,
237,strain,13,AKS1088,65,544.29375,high cdg cell,544.29375,
238,strain,14,AKS1088,70,570.0853658536586,high cdg cell,570.0853658536586,
239,strain,15,AKS1088,75,579.2470588235294,high cdg cell,579.2470588235294,
240,strain,16,AKS1088,80,577.7666666666667,high cdg cell,577.7666666666667,
241,strain,0,AKS1088,0,475.2857142857143,high cdg cell,475.2857142857143,
242,strain,1,AKS1088,5,499.5073891625616,high cdg cell,499.5073891625616,
243,strain,2,AKS1088,10,531.0139534883721,high cdg cell,531.0139534883721,
244,strain,3,AKS1088,15,517.3333333333334,high cdg cell,517.3333333333334,
245,strain,4,AKS1088,20,564.5884955752213,high cdg cell,564.5884955752213,
246,strain,5,AKS1088,25,601.2035398230089,high cdg cell,601.2035398230089,
247,strain,6,AKS1088,30,602.8326180257511,high cdg cell,602.8326180257511,
248,strain,7,AKS1088,35,628.9914893617022,high cdg cell,628.9914893617022,
249,strain,8,AKS1088,40,656.1848739495798,high cdg cell,656.1848739495798,
250,strain,9,AKS1088,45,655.4615384615385,high cdg cell,655.4615384615385,
251,strain,10,AKS1088,50,657.9961089494163,high cdg cell,657.9961089494163,
252,strain,11,AKS1088,55,658.0532319391635,high cdg cell,658.0532319391635,
253,strain,12,AKS1088,60,668.7632508833922,high cdg cell,668.7632508833922,
254,strain,13,AKS1088,65,673.4829931972789,high cdg cell,673.4829931972789,
255,strain,0,AKS1088,0,577.8697318007663,high cdg cell,577.8697318007663,
256,strain,1,AKS1088,5,604.9141791044776,high cdg cell,604.9141791044776,
257,strain,2,AKS1088,10,599.5656934306569,high cdg cell,599.5656934306569,
258,strain,3,AKS1088,15,594.1588447653429,high cdg cell,594.1588447653429,
259,strain,4,AKS1088,20,611.4097222222222,high cdg cell,611.4097222222222,
260,strain,5,AKS1088,25,616.28,high cdg cell,616.28,
261,strain,6,AKS1088,30,617.3818770226537,high cdg cell,617.3818770226537,
262,strain,7,AKS1088,35,626.3703703703703,high cdg cell,626.3703703703703,
263,strain,8,AKS1088,40,644.0,high cdg cell,644.0,
264,strain,9,AKS1088,45,661.2420749279539,high cdg cell,661.2420749279539,
265,strain,10,AKS1088,50,673.4068767908309,high cdg cell,673.4068767908309,
266,strain,11,AKS1088,55,665.0604395604396,high cdg cell,665.0604395604396,
267,strain,12,AKS1088,60,673.7103825136612,high cdg cell,673.7103825136612,
268,strain,13,AKS1088,65,689.748051948052,high cdg cell,689.748051948052,
269,strain,14,AKS1088,70,695.7888040712468,high cdg cell,695.7888040712468,
270,strain,0,AKS1088,0,646.6931216931217,high cdg cell,646.6931216931217,
271,strain,1,AKS1088,5,654.6377551020408,high cdg cell,654.6377551020408,
272,strain,2,AKS1088,10,644.504854368932,high cdg cell,644.504854368932,
273,strain,3,AKS1088,15,633.6363636363636,high cdg cell,633.6363636363636,
274,strain,4,AKS1088,20,637.9817351598174,high cdg cell,637.9817351598174,
275,strain,5,AKS1088,25,634.2565217391304,high cdg cell,634.2565217391304,
276,strain,6,AKS1088,30,638.7137096774194,high cdg cell,638.7137096774194,
277,strain,7,AKS1088,35,635.4007936507936,high cdg cell,635.4007936507936,
278,strain,8,AKS1088,40,653.0481481481481,high cdg cell,653.0481481481481,
279,strain,9,AKS1088,45,661.6290909090909,high cdg cell,661.6290909090909,
280,strain,10,AKS1088,50,659.6845637583892,high cdg cell,659.6845637583892,
281,strain,11,AKS1088,55,644.2745098039215,high cdg cell,644.2745098039215,
282,strain,12,AKS1088,60,646.4099378881988,high cdg cell,646.4099378881988,
283,strain,13,AKS1088,65,654.960960960961,high cdg cell,654.960960960961,
284,strain,14,AKS1088,70,655.2209302325581,high cdg cell,655.2209302325581,
285,strain,15,AKS1088,75,654.6895604395604,high cdg cell,654.6895604395604,
286,strain,16,AKS1088,80,637.3297872340426,high cdg cell,637.3297872340426,
287,strain,0,AKS1088,0,606.551912568306,high cdg cell,606.551912568306,
288,strain,1,AKS1088,5,596.4020618556701,high cdg cell,596.4020618556701,
289,strain,2,AKS1088,10,598.0541871921182,high cdg cell,598.0541871921182,
290,strain,3,AKS1088,15,630.2546296296297,high cdg cell,630.2546296296297,
291,strain,4,AKS1088,20,613.280701754386,high cdg cell,613.280701754386,
292,strain,5,AKS1088,25,638.1315789473684,high cdg cell,638.1315789473684,
293,strain,6,AKS1088,30,641.5325203252032,high cdg cell,641.5325203252032,
294,strain,7,AKS1088,35,658.308,high cdg cell,658.308,
295,strain,8,AKS1088,40,682.2053231939163,high cdg cell,682.2053231939163,
296,strain,9,AKS1088,45,681.2014925373135,high cdg cell,681.2014925373135,
297,strain,10,AKS1088,50,662.0179211469534,high cdg cell,662.0179211469534,
298,strain,11,AKS1088,55,662.0243055555555,high cdg cell,662.0243055555555,
299,strain,12,AKS1088,60,654.358803986711,high cdg cell,654.358803986711,
300,strain,13,AKS1088,65,648.8498402555911,high cdg cell,648.8498402555911,
301,strain,14,AKS1088,70,637.0644171779142,high cdg cell,637.0644171779142,
302,strain,15,AKS1088,75,609.9912790697674,high cdg cell,609.9912790697674,
303,strain,16,AKS1088,80,620.228813559322,high cdg cell,620.228813559322,
304,strain,0,AKS1088,0,575.905737704918,high cdg cell,575.905737704918,
305,strain,1,AKS1088,5,573.1755102040817,high cdg cell,573.1755102040817,
306,strain,2,AKS1088,10,574.140625,high cdg cell,574.140625,
307,strain,3,AKS1088,15,558.1868131868132,high cdg cell,558.1868131868132,
308,strain,4,AKS1088,20,601.981884057971,high cdg cell,601.981884057971,
309,strain,5,AKS1088,25,617.4520547945206,high cdg cell,617.4520547945206,
310,strain,6,AKS1088,30,608.3933333333333,high cdg cell,608.3933333333333,
311,strain,7,AKS1088,35,620.9554140127389,high cdg cell,620.9554140127389,
312,strain,8,AKS1088,40,633.5981595092024,high cdg cell,633.5981595092024,
313,strain,9,AKS1088,45,639.1964285714286,high cdg cell,639.1964285714286,
314,strain,10,AKS1088,50,645.221264367816,high cdg cell,645.221264367816,
315,strain,11,AKS1088,55,642.745810055866,high cdg cell,642.745810055866,
316,strain,12,AKS1088,60,661.243093922652,high cdg cell,661.243093922652,
317,strain,13,AKS1088,65,653.9027027027028,high cdg cell,653.9027027027028,
318,strain,0,AKS1088,0,255.4548736462094,high cdg cell,255.4548736462094,
319,strain,1,AKS1088,5,253.32646048109964,high cdg cell,253.32646048109964,
320,strain,2,AKS1088,10,246.73509933774835,high cdg cell,246.73509933774835,
321,strain,3,AKS1088,15,249.1359223300971,high cdg cell,249.1359223300971,
322,strain,4,AKS1088,20,251.10289389067523,high cdg cell,251.10289389067523,
323,strain,5,AKS1088,25,246.30340557275545,high cdg cell,246.30340557275545,
324,strain,6,AKS1088,30,242.76106194690263,high cdg cell,242.76106194690263,
325,strain,7,AKS1088,35,235.0225988700565,high cdg cell,235.0225988700565,
326,strain,8,AKS1088,40,235.0027027027027,high cdg cell,235.0027027027027,
327,strain,9,AKS1088,45,229.8575197889182,high cdg cell,229.8575197889182,
328,strain,10,AKS1088,50,222.95348837209303,high cdg cell,222.95348837209303,
329,strain,11,AKS1088,55,219.94292803970225,high cdg cell,219.94292803970225,
330,strain,12,AKS1088,60,215.46875,high cdg cell,215.46875,
331,strain,0,AKS1088,0,544.6758241758242,high cdg cell,544.6758241758242,
332,strain,1,AKS1088,5,560.5083798882681,high cdg cell,560.5083798882681,
333,strain,2,AKS1088,10,556.5705882352942,high cdg cell,556.5705882352942,
334,strain,3,AKS1088,15,565.189024390244,high cdg cell,565.189024390244,
335,strain,4,AKS1088,20,569.4023668639053,high cdg cell,569.4023668639053,
336,strain,5,AKS1088,25,613.9939759036145,high cdg cell,613.9939759036145,
337,strain,6,AKS1088,30,595.8870056497175,high cdg cell,595.8870056497175,
338,strain,7,AKS1088,35,591.314606741573,high cdg cell,591.314606741573,
339,strain,8,AKS1088,40,611.8983050847457,high cdg cell,611.8983050847457,
340,strain,9,AKS1088,45,641.5251396648044,high cdg cell,641.5251396648044,
341,strain,10,AKS1088,50,660.6684491978609,high cdg cell,660.6684491978609,
342,strain,11,AKS1088,55,687.0104712041884,high cdg cell,687.0104712041884,
343,strain,12,AKS1088,60,687.4205128205128,high cdg cell,687.4205128205128,
344,strain,13,AKS1088,65,692.6350710900474,high cdg cell,692.6350710900474,
345,strain,14,AKS1088,70,712.4708520179372,high cdg cell,712.4708520179372,
346,strain,15,AKS1088,75,718.5020576131687,high cdg cell,718.5020576131687,
347,strain,16,AKS1088,80,721.0322580645161,high cdg cell,721.0322580645161,
348,strain,0,AKS1088,0,603.1722689075631,high cdg cell,603.1722689075631,
349,strain,1,AKS1088,5,586.9349593495934,high cdg cell,586.9349593495934,
350,strain,2,AKS1088,10,581.36,high cdg cell,581.36,
351,strain,3,AKS1088,15,588.0306513409962,high cdg cell,588.0306513409962,
352,strain,4,AKS1088,20,586.3394833948339,high cdg cell,586.3394833948339,
353,strain,5,AKS1088,25,595.1176470588235,high cdg cell,595.1176470588235,
354,strain,6,AKS1088,30,616.6690391459075,high cdg cell,616.6690391459075,
355,strain,7,AKS1088,35,645.3092783505155,high cdg cell,645.3092783505155,
356,strain,8,AKS1088,40,665.5570934256056,high cdg cell,665.5570934256056,
357,strain,9,AKS1088,45,672.0198675496689,high cdg cell,672.0198675496689,
358,strain,10,AKS1088,50,704.8852459016393,high cdg cell,704.8852459016393,
359,strain,11,AKS1088,55,723.937106918239,high cdg cell,723.937106918239,
360,strain,12,AKS1088,60,728.5451713395638,high cdg cell,728.5451713395638,
361,strain,13,AKS1088,65,741.3848484848485,high cdg cell,741.3848484848485,
362,strain,0,AKS1088,0,573.7295597484276,high cdg cell,573.7295597484276,
