,level_0,level_1,strain,time since birth [min],cdg_dh,type,cdg [a.u.],cdg_dl
3647,strain,3,AKS1092,15,631.3211678832117,high cdg cell,631.3211678832117,
3648,strain,4,AKS1092,20,627.1742160278745,high cdg cell,627.1742160278745,
3649,strain,5,AKS1092,25,612.5576923076923,high cdg cell,612.5576923076923,
3650,strain,6,AKS1092,30,608.1916932907349,high cdg cell,608.1916932907349,
3651,strain,7,AKS1092,35,614.1695906432749,high cdg cell,614.1695906432749,
3652,strain,8,AKS1092,40,636.5826330532213,high cdg cell,636.5826330532213,
3653,strain,9,AKS1092,45,643.5576407506702,high cdg cell,643.5576407506702,
3654,strain,10,AKS1092,50,645.9025641025642,high cdg cell,645.9025641025642,
3655,strain,11,AKS1092,55,662.7096774193549,high cdg cell,662.7096774193549,
3656,strain,12,AKS1092,60,674.9101941747573,high cdg cell,674.9101941747573,
3657,strain,13,AKS1092,65,681.3436018957347,high cdg cell,681.3436018957347,
3658,strain,0,AKS1092,0,757.2263157894737,high cdg cell,757.2263157894737,
3659,strain,1,AKS1092,5,748.5527638190955,high cdg cell,748.5527638190955,
3660,strain,2,AKS1092,10,747.4444444444445,high cdg cell,747.4444444444445,
3661,strain,3,AKS1092,15,780.0892018779343,high cdg cell,780.0892018779343,
3662,strain,4,AKS1092,20,784.5381165919282,high cdg cell,784.5381165919282,
3663,strain,5,AKS1092,25,804.6,high cdg cell,804.6,
3664,strain,6,AKS1092,30,816.8376068376068,high cdg cell,816.8376068376068,
3665,strain,7,AKS1092,35,798.9475806451613,high cdg cell,798.9475806451613,
3666,strain,8,AKS1092,40,833.2408163265306,high cdg cell,833.2408163265306,
3667,strain,9,AKS1092,45,849.5927419354839,high cdg cell,849.5927419354839,
3668,strain,10,AKS1092,50,852.1162790697674,high cdg cell,852.1162790697674,
3669,strain,11,AKS1092,55,850.3962962962963,high cdg cell,850.3962962962963,
3670,strain,12,AKS1092,60,852.2214532871973,high cdg cell,852.2214532871973,
3671,strain,13,AKS1092,65,835.126245847176,high cdg cell,835.126245847176,
3672,strain,14,AKS1092,70,825.6056782334385,high cdg cell,825.6056782334385,
3673,strain,15,AKS1092,75,787.3929618768328,high cdg cell,787.3929618768328,
3674,strain,16,AKS1092,80,775.1813031161473,high cdg cell,775.1813031161473,
3675,strain,0,AKS1092,0,655.1396648044692,high cdg cell,655.1396648044692,
3676,strain,1,AKS1092,5,637.7431693989071,high cdg cell,637.7431693989071,
3677,strain,2,AKS1092,10,632.3283582089553,high cdg cell,632.3283582089553,
3678,strain,3,AKS1092,15,642.1666666666666,high cdg cell,642.1666666666666,
3679,strain,4,AKS1092,20,659.3317757009346,high cdg cell,659.3317757009346,
3680,strain,5,AKS1092,25,654.995670995671,high cdg cell,654.995670995671,
3681,strain,6,AKS1092,30,672.5291666666667,high cdg cell,672.5291666666667,
3682,strain,7,AKS1092,35,680.4612244897959,high cdg cell,680.4612244897959,
3683,strain,8,AKS1092,40,691.756862745098,high cdg cell,691.756862745098,
3684,strain,9,AKS1092,45,692.5373134328358,high cdg cell,692.5373134328358,
3685,strain,10,AKS1092,50,689.6870503597122,high cdg cell,689.6870503597122,
3686,strain,11,AKS1092,55,692.3092783505155,high cdg cell,692.3092783505155,
3687,strain,12,AKS1092,60,678.2012987012987,high cdg cell,678.2012987012987,
3688,strain,13,AKS1092,65,667.3170731707318,high cdg cell,667.3170731707318,
3689,strain,0,AKS1092,0,218.03636363636363,high cdg cell,218.03636363636363,
3690,strain,1,AKS1092,5,215.8877551020408,high cdg cell,215.8877551020408,
3691,strain,2,AKS1092,10,219.9907407407408,high cdg cell,219.9907407407408,
3692,strain,3,AKS1092,15,181.73043478260868,high cdg cell,181.73043478260868,
3693,strain,4,AKS1092,20,174.5737704918033,high cdg cell,174.5737704918033,
3694,strain,5,AKS1092,25,227.0859375,high cdg cell,227.0859375,
3695,strain,6,AKS1092,30,222.40714285714284,high cdg cell,222.40714285714284,
3696,strain,7,AKS1092,35,222.0,high cdg cell,222.0,
3697,strain,8,AKS1092,40,223.17605633802816,high cdg cell,223.17605633802816,
3698,strain,9,AKS1092,45,221.2281879194631,high cdg cell,221.2281879194631,
3699,strain,10,AKS1092,50,219.75838926174492,high cdg cell,219.75838926174492,
3700,strain,11,AKS1092,55,219.2173913043478,high cdg cell,219.2173913043478,
3701,strain,12,AKS1092,60,217.31578947368425,high cdg cell,217.31578947368425,
3702,strain,13,AKS1092,65,212.2471264367816,high cdg cell,212.2471264367816,
3703,strain,0,AKS1092,0,687.6700507614213,high cdg cell,687.6700507614213,
3704,strain,1,AKS1092,5,683.0746268656717,high cdg cell,683.0746268656717,
3705,strain,2,AKS1092,10,689.1650485436893,high cdg cell,689.1650485436893,
3706,strain,3,AKS1092,15,698.957345971564,high cdg cell,698.957345971564,
3707,strain,4,AKS1092,20,732.6777251184834,high cdg cell,732.6777251184834,
3708,strain,5,AKS1092,25,730.8450704225352,high cdg cell,730.8450704225352,
3709,strain,6,AKS1092,30,735.3333333333334,high cdg cell,735.3333333333334,
3710,strain,7,AKS1092,35,759.1304347826087,high cdg cell,759.1304347826087,
3711,strain,8,AKS1092,40,775.6803278688525,high cdg cell,775.6803278688525,
3712,strain,9,AKS1092,45,793.7327935222672,high cdg cell,793.7327935222672,
3713,strain,10,AKS1092,50,810.46875,high cdg cell,810.46875,
3714,strain,11,AKS1092,55,808.5527272727272,high cdg cell,808.5527272727272,
3715,strain,12,AKS1092,60,804.451724137931,high cdg cell,804.451724137931,
3716,strain,13,AKS1092,65,820.7625418060201,high cdg cell,820.7625418060201,
3717,strain,14,AKS1092,70,818.435736677116,high cdg cell,818.435736677116,
3718,strain,15,AKS1092,75,833.8912386706949,high cdg cell,833.8912386706949,
3719,strain,16,AKS1092,80,808.7422096317281,high cdg cell,808.7422096317281,
3720,strain,0,AKS1092,0,190.7081081081081,high cdg cell,190.7081081081081,
3721,strain,1,AKS1092,5,193.87564766839373,high cdg cell,193.87564766839373,
3722,strain,2,AKS1092,10,193.09375,high cdg cell,193.09375,
3723,strain,3,AKS1092,15,193.78061224489795,high cdg cell,193.78061224489795,
3724,strain,4,AKS1092,20,196.12755102040816,high cdg cell,196.12755102040816,
3725,strain,5,AKS1092,25,195.2397959183673,high cdg cell,195.2397959183673,
3726,strain,6,AKS1092,30,195.60301507537687,high cdg cell,195.60301507537687,
3727,strain,7,AKS1092,35,195.0487804878049,high cdg cell,195.0487804878049,
3728,strain,8,AKS1092,40,197.28571428571428,high cdg cell,197.28571428571428,
3729,strain,9,AKS1092,45,198.33014354066987,high cdg cell,198.33014354066987,
3730,strain,10,AKS1092,50,202.7674418604651,high cdg cell,202.7674418604651,
3731,strain,11,AKS1092,55,206.7703349282297,high cdg cell,206.7703349282297,
3732,strain,12,AKS1092,60,212.87782805429865,high cdg cell,212.87782805429865,
3733,strain,0,AKS1092,0,718.077868852459,high cdg cell,718.077868852459,
3734,strain,1,AKS1092,5,729.6812749003984,high cdg cell,729.6812749003984,
3735,strain,2,AKS1092,10,719.6731517509728,high cdg cell,719.6731517509728,
3736,strain,3,AKS1092,15,731.4068441064638,high cdg cell,731.4068441064638,
3737,strain,4,AKS1092,20,748.0259259259259,high cdg cell,748.0259259259259,
3738,strain,5,AKS1092,25,757.3309608540925,high cdg cell,757.3309608540925,
3739,strain,6,AKS1092,30,779.5938566552901,high cdg cell,779.5938566552901,
3740,strain,7,AKS1092,35,782.128813559322,high cdg cell,782.128813559322,
3741,strain,8,AKS1092,40,791.4135593220338,high cdg cell,791.4135593220338,
3742,strain,9,AKS1092,45,786.0289389067524,high cdg cell,786.0289389067524,
3743,strain,10,AKS1092,50,823.441935483871,high cdg cell,823.441935483871,
3744,strain,11,AKS1092,55,820.138036809816,high cdg cell,820.138036809816,
3745,strain,12,AKS1092,60,821.5777126099707,high cdg cell,821.5777126099707,
3746,strain,13,AKS1092,65,819.0982658959538,high cdg cell,819.0982658959538,
3747,strain,14,AKS1092,70,824.4127423822715,high cdg cell,824.4127423822715,
3748,strain,15,AKS1092,75,801.9661458333334,high cdg cell,801.9661458333334,
3749,strain,16,AKS1092,80,802.4701298701299,high cdg cell,802.4701298701299,
3750,strain,0,AKS1092,0,652.2295918367347,high cdg cell,652.2295918367347,
3751,strain,1,AKS1092,5,660.1,high cdg cell,660.1,
3752,strain,2,AKS1092,10,659.59375,high cdg cell,659.59375,
3753,strain,3,AKS1092,15,648.7105263157895,high cdg cell,648.7105263157895,
3754,strain,4,AKS1092,20,671.5021645021645,high cdg cell,671.5021645021645,
3755,strain,5,AKS1092,25,710.0808510638298,high cdg cell,710.0808510638298,
3756,strain,6,AKS1092,30,697.9362549800796,high cdg cell,697.9362549800796,
3757,strain,7,AKS1092,35,716.3449612403101,high cdg cell,716.3449612403101,
3758,strain,8,AKS1092,40,719.4113207547169,high cdg cell,719.4113207547169,
3759,strain,9,AKS1092,45,731.3468634686346,high cdg cell,731.3468634686346,
3760,strain,10,AKS1092,50,722.5510204081633,high cdg cell,722.5510204081633,
3761,strain,11,AKS1092,55,727.4019607843137,high cdg cell,727.4019607843137,
3762,strain,12,AKS1092,60,720.7173913043479,high cdg cell,720.7173913043479,
3763,strain,13,AKS1092,65,730.4589665653496,high cdg cell,730.4589665653496,
3764,strain,14,AKS1092,70,719.1150442477876,high cdg cell,719.1150442477876,
3765,strain,15,AKS1092,75,701.6551724137931,high cdg cell,701.6551724137931,
3766,strain,16,AKS1092,80,688.1873278236915,high cdg cell,688.1873278236915,
3767,strain,0,AKS1092,0,670.2978723404256,high cdg cell,670.2978723404256,
3768,strain,1,AKS1092,5,669.0866141732283,high cdg cell,669.0866141732283,
3769,strain,2,AKS1092,10,636.8740458015267,high cdg cell,636.8740458015267,
3770,strain,3,AKS1092,15,623.4787234042553,high cdg cell,623.4787234042553,
3771,strain,4,AKS1092,20,648.6928327645052,high cdg cell,648.6928327645052,
3772,strain,5,AKS1092,25,687.0337837837837,high cdg cell,687.0337837837837,
3773,strain,6,AKS1092,30,700.5144694533763,high cdg cell,700.5144694533763,
3774,strain,7,AKS1092,35,695.5632530120482,high cdg cell,695.5632530120482,
3775,strain,8,AKS1092,40,701.9940828402367,high cdg cell,701.9940828402367,
3776,strain,9,AKS1092,45,699.2722222222222,high cdg cell,699.2722222222222,
3777,strain,10,AKS1092,50,717.913407821229,high cdg cell,717.913407821229,
3778,strain,11,AKS1092,55,739.0027932960894,high cdg cell,739.0027932960894,
3779,strain,12,AKS1092,60,753.9805555555556,high cdg cell,753.9805555555556,
3780,strain,13,AKS1092,65,759.562326869806,high cdg cell,759.562326869806,
3781,strain,14,AKS1092,70,742.0130548302872,high cdg cell,742.0130548302872,
3782,strain,15,AKS1092,75,749.5677749360614,high cdg cell,749.5677749360614,
3783,strain,16,AKS1092,80,734.8518518518518,high cdg cell,734.8518518518518,
3784,strain,0,AKS1092,0,596.28025477707,high cdg cell,596.28025477707,
3785,strain,1,AKS1092,5,611.1552795031056,high cdg cell,611.1552795031056,
3786,strain,2,AKS1092,10,595.8682634730538,high cdg cell,595.8682634730538,
3787,strain,3,AKS1092,15,609.9529411764706,high cdg cell,609.9529411764706,
3788,strain,4,AKS1092,20,617.756906077348,high cdg cell,617.756906077348,
3789,strain,5,AKS1092,25,640.4840425531914,high cdg cell,640.4840425531914,
3790,strain,6,AKS1092,30,647.4896907216495,high cdg cell,647.4896907216495,
3791,strain,7,AKS1092,35,649.7761904761904,high cdg cell,649.7761904761904,
3792,strain,8,AKS1092,40,646.5181818181818,high cdg cell,646.5181818181818,
3793,strain,9,AKS1092,45,626.5303643724696,high cdg cell,626.5303643724696,
3794,strain,10,AKS1092,50,627.3682170542636,high cdg cell,627.3682170542636,
3795,strain,11,AKS1092,55,631.6538461538462,high cdg cell,631.6538461538462,
3796,strain,0,AKS1092,0,205.98,high cdg cell,205.98,
3797,strain,1,AKS1092,5,200.66666666666663,high cdg cell,200.66666666666663,
3798,strain,2,AKS1092,10,174.29591836734693,high cdg cell,174.29591836734693,
3799,strain,3,AKS1092,15,151.81730769230768,high cdg cell,151.81730769230768,
3800,strain,4,AKS1092,20,199.1326530612245,high cdg cell,199.1326530612245,
3801,strain,5,AKS1092,25,198.4504504504505,high cdg cell,198.4504504504505,
3802,strain,6,AKS1092,30,192.46902654867256,high cdg cell,192.46902654867256,
3803,strain,7,AKS1092,35,192.5254237288136,high cdg cell,192.5254237288136,
3804,strain,8,AKS1092,40,191.72131147540983,high cdg cell,191.72131147540983,
3805,strain,9,AKS1092,45,187.44444444444449,high cdg cell,187.44444444444449,
3806,strain,10,AKS1092,50,187.1640625,high cdg cell,187.1640625,
3807,strain,11,AKS1092,55,189.3333333333333,high cdg cell,189.3333333333333,
3808,strain,12,AKS1092,60,186.84615384615384,high cdg cell,186.84615384615384,
3809,strain,13,AKS1092,65,184.36296296296297,high cdg cell,184.36296296296297,
3810,strain,14,AKS1092,70,183.90510948905109,high cdg cell,183.90510948905109,
3811,strain,15,AKS1092,75,180.44827586206893,high cdg cell,180.44827586206893,
3812,strain,16,AKS1092,80,179.88590604026845,high cdg cell,179.88590604026845,
3813,strain,0,AKS1092,0,638.7824074074074,high cdg cell,638.7824074074074,
3814,strain,1,AKS1092,5,635.1260869565217,high cdg cell,635.1260869565217,
3815,strain,2,AKS1092,10,631.1596638655462,high cdg cell,631.1596638655462,
3816,strain,3,AKS1092,15,661.0414937759336,high cdg cell,661.0414937759336,
3817,strain,4,AKS1092,20,675.9923954372623,high cdg cell,675.9923954372623,
3818,strain,5,AKS1092,25,678.2591240875912,high cdg cell,678.2591240875912,
3819,strain,6,AKS1092,30,667.8006756756756,high cdg cell,667.8006756756756,
3820,strain,7,AKS1092,35,670.9873015873015,high cdg cell,670.9873015873015,
3821,strain,8,AKS1092,40,704.3248407643312,high cdg cell,704.3248407643312,
3822,strain,9,AKS1092,45,732.9105431309904,high cdg cell,732.9105431309904,
3823,strain,10,AKS1092,50,748.1282051282051,high cdg cell,748.1282051282051,
3824,strain,11,AKS1092,55,781.4934210526316,high cdg cell,781.4934210526316,
3825,strain,12,AKS1092,60,784.9102564102565,high cdg cell,784.9102564102565,
3826,strain,0,AKS1092,0,570.8222222222222,high cdg cell,570.8222222222222,
3827,strain,1,AKS1092,5,579.3351351351351,high cdg cell,579.3351351351351,
3828,strain,2,AKS1092,10,561.1770833333334,high cdg cell,561.1770833333334,
3829,strain,3,AKS1092,15,601.78,high cdg cell,601.78,
3830,strain,4,AKS1092,20,606.3282828282828,high cdg cell,606.3282828282828,
3831,strain,5,AKS1092,25,617.7198067632851,high cdg cell,617.7198067632851,
3832,strain,6,AKS1092,30,635.2816901408451,high cdg cell,635.2816901408451,
3833,strain,7,AKS1092,35,658.9765258215963,high cdg cell,658.9765258215963,
3834,strain,8,AKS1092,40,673.5339366515838,high cdg cell,673.5339366515838,
3835,strain,9,AKS1092,45,679.804347826087,high cdg cell,679.804347826087,
3836,strain,10,AKS1092,50,685.0414937759336,high cdg cell,685.0414937759336,
3837,strain,11,AKS1092,55,701.5943775100402,high cdg cell,701.5943775100402,
3838,strain,12,AKS1092,60,723.3769841269841,high cdg cell,723.3769841269841,
3839,strain,13,AKS1092,65,720.3522727272727,high cdg cell,720.3522727272727,
3840,strain,14,AKS1092,70,719.0294117647059,high cdg cell,719.0294117647059,
3841,strain,15,AKS1092,75,715.3150183150183,high cdg cell,715.3150183150183,
3842,strain,0,AKS1092,0,257.35616438356163,high cdg cell,257.35616438356163,
3843,strain,1,AKS1092,5,247.31506849315068,high cdg cell,247.31506849315068,
3844,strain,2,AKS1092,10,202.5,high cdg cell,202.5,
3845,strain,3,AKS1092,15,144.30379746835442,high cdg cell,144.30379746835442,
3846,strain,4,AKS1092,20,254.12345679012347,high cdg cell,254.12345679012347,
3847,strain,5,AKS1092,25,239.23563218390805,high cdg cell,239.23563218390805,
3848,strain,6,AKS1092,30,242.6983240223464,high cdg cell,242.6983240223464,
3849,strain,7,AKS1092,35,235.5235602094241,high cdg cell,235.5235602094241,
3850,strain,8,AKS1092,40,236.9642857142857,high cdg cell,236.9642857142857,
3851,strain,9,AKS1092,45,230.2184466019417,high cdg cell,230.2184466019417,
3852,strain,10,AKS1092,50,222.82790697674417,high cdg cell,222.82790697674417,
3853,strain,11,AKS1092,55,222.5758928571429,high cdg cell,222.5758928571429,
3854,strain,12,AKS1092,60,216.882096069869,high cdg cell,216.882096069869,
3855,strain,13,AKS1092,65,212.91774891774887,high cdg cell,212.91774891774887,
3856,strain,14,AKS1092,70,211.53648068669528,high cdg cell,211.53648068669528,
3857,strain,0,AKS1092,0,526.893536121673,high cdg cell,526.893536121673,
3858,strain,1,AKS1092,5,528.054347826087,high cdg cell,528.054347826087,
3859,strain,2,AKS1092,10,530.561403508772,high cdg cell,530.561403508772,
3860,strain,3,AKS1092,15,537.8445945945946,high cdg cell,537.8445945945946,
3861,strain,4,AKS1092,20,546.7484076433121,high cdg cell,546.7484076433121,
3862,strain,5,AKS1092,25,543.0271903323263,high cdg cell,543.0271903323263,
3863,strain,6,AKS1092,30,553.8123167155425,high cdg cell,553.8123167155425,
3864,strain,7,AKS1092,35,547.3901098901099,high cdg cell,547.3901098901099,
3865,strain,8,AKS1092,40,556.4664879356568,high cdg cell,556.4664879356568,
3866,strain,9,AKS1092,45,563.0466321243523,high cdg cell,563.0466321243523,
3867,strain,10,AKS1092,50,567.1317073170732,high cdg cell,567.1317073170732,
3868,strain,11,AKS1092,55,556.9396751740139,high cdg cell,556.9396751740139,
3869,strain,12,AKS1092,60,552.2483069977427,high cdg cell,552.2483069977427,
3870,strain,13,AKS1092,65,551.8555555555556,high cdg cell,551.8555555555556,
3871,strain,0,AKS1092,0,797.956834532374,high cdg cell,797.956834532374,
3872,strain,1,AKS1092,5,781.9664429530201,high cdg cell,781.9664429530201,
3873,strain,2,AKS1092,10,772.56,high cdg cell,772.56,
3874,strain,3,AKS1092,15,605.5,high cdg cell,605.5,
3875,strain,4,AKS1092,20,351.8707482993197,high cdg cell,351.8707482993197,
3876,strain,5,AKS1092,25,333.1849315068493,high cdg cell,333.1849315068493,
3877,strain,6,AKS1092,30,822.2298136645962,high cdg cell,822.2298136645962,
3878,strain,7,AKS1092,35,809.1916167664671,high cdg cell,809.1916167664671,
3879,strain,8,AKS1092,40,791.9018404907976,high cdg cell,791.9018404907976,
3880,strain,9,AKS1092,45,799.814371257485,high cdg cell,799.814371257485,
3881,strain,10,AKS1092,50,805.6264367816092,high cdg cell,805.6264367816092,
3882,strain,11,AKS1092,55,830.9285714285714,high cdg cell,830.9285714285714,
3883,strain,12,AKS1092,60,820.7422680412371,high cdg cell,820.7422680412371,
3884,strain,13,AKS1092,65,820.1624365482234,high cdg cell,820.1624365482234,
3885,strain,14,AKS1092,70,814.4666666666667,high cdg cell,814.4666666666667,
3886,strain,15,AKS1092,75,820.8826291079812,high cdg cell,820.8826291079812,
3887,strain,16,AKS1092,80,815.151376146789,high cdg cell,815.151376146789,
3888,strain,0,AKS1092,0,623.710843373494,high cdg cell,623.710843373494,
3889,strain,1,AKS1092,5,656.204081632653,high cdg cell,656.204081632653,
3890,strain,2,AKS1092,10,516.4964539007092,high cdg cell,516.4964539007092,
3891,strain,3,AKS1092,15,338.3243243243243,high cdg cell,338.3243243243243,
3892,strain,4,AKS1092,20,312.44375,high cdg cell,312.44375,
3893,strain,5,AKS1092,25,708.3515151515152,high cdg cell,708.3515151515152,
3894,strain,6,AKS1092,30,709.4418604651163,high cdg cell,709.4418604651163,
3895,strain,7,AKS1092,35,706.5977653631285,high cdg cell,706.5977653631285,
3896,strain,8,AKS1092,40,717.1864406779661,high cdg cell,717.1864406779661,
3897,strain,9,AKS1092,45,713.8095238095239,high cdg cell,713.8095238095239,
3898,strain,10,AKS1092,50,712.6974358974359,high cdg cell,712.6974358974359,
3899,strain,11,AKS1092,55,716.3939393939394,high cdg cell,716.3939393939394,
3900,strain,12,AKS1092,60,736.0909090909091,high cdg cell,736.0909090909091,
3901,strain,13,AKS1092,65,737.1913875598086,high cdg cell,737.1913875598086,
3902,strain,14,AKS1092,70,747.1923076923077,high cdg cell,747.1923076923077,
3903,strain,15,AKS1092,75,747.4728033472803,high cdg cell,747.4728033472803,
3904,strain,16,AKS1092,80,739.6293436293437,high cdg cell,739.6293436293437,
3905,strain,0,AKS1092,0,719.1282051282051,high cdg cell,719.1282051282051,
3906,strain,1,AKS1092,5,725.0598290598291,high cdg cell,725.0598290598291,
3907,strain,2,AKS1092,10,591.7833333333333,high cdg cell,591.7833333333333,
3908,strain,3,AKS1092,15,356.424,high cdg cell,356.424,
3909,strain,4,AKS1092,20,641.7727272727273,high cdg cell,641.7727272727273,
3910,strain,5,AKS1092,25,735.6976744186046,high cdg cell,735.6976744186046,
3911,strain,6,AKS1092,30,738.0,high cdg cell,738.0,
3912,strain,7,AKS1092,35,738.8914728682171,high cdg cell,738.8914728682171,
3913,strain,8,AKS1092,40,744.4444444444445,high cdg cell,744.4444444444445,
3914,strain,9,AKS1092,45,761.7016129032259,high cdg cell,761.7016129032259,
3915,strain,10,AKS1092,50,764.8818897637796,high cdg cell,764.8818897637796,
3916,strain,11,AKS1092,55,764.1985294117648,high cdg cell,764.1985294117648,
3917,strain,12,AKS1092,60,766.204081632653,high cdg cell,766.204081632653,
3918,strain,0,AKS1092,0,546.6428571428571,high cdg cell,546.6428571428571,
3919,strain,1,AKS1092,5,535.7251461988304,high cdg cell,535.7251461988304,
3920,strain,2,AKS1092,10,542.7740112994351,high cdg cell,542.7740112994351,
3921,strain,3,AKS1092,15,567.7277777777778,high cdg cell,567.7277777777778,
3922,strain,4,AKS1092,20,577.0310880829015,high cdg cell,577.0310880829015,
3923,strain,5,AKS1092,25,587.5576923076923,high cdg cell,587.5576923076923,
3924,strain,6,AKS1092,30,592.5586854460093,high cdg cell,592.5586854460093,
3925,strain,7,AKS1092,35,599.1917808219179,high cdg cell,599.1917808219179,
3926,strain,8,AKS1092,40,616.7244444444444,high cdg cell,616.7244444444444,
3927,strain,9,AKS1092,45,639.068669527897,high cdg cell,639.068669527897,
3928,strain,10,AKS1092,50,647.8091286307053,high cdg cell,647.8091286307053,
3929,strain,11,AKS1092,55,663.6269841269841,high cdg cell,663.6269841269841,
3930,strain,12,AKS1092,60,679.1007751937984,high cdg cell,679.1007751937984,
3931,strain,13,AKS1092,65,705.1003861003861,high cdg cell,705.1003861003861,
3932,strain,14,AKS1092,70,706.9205776173285,high cdg cell,706.9205776173285,
3933,strain,15,AKS1092,75,675.9661016949152,high cdg cell,675.9661016949152,
3934,strain,16,AKS1092,80,650.983922829582,high cdg cell,650.983922829582,
3935,strain,0,AKS1092,0,629.2378640776699,high cdg cell,629.2378640776699,
3936,strain,1,AKS1092,5,636.1712962962963,high cdg cell,636.1712962962963,
3937,strain,2,AKS1092,10,695.1447963800905,high cdg cell,695.1447963800905,
3938,strain,3,AKS1092,15,711.5176991150443,high cdg cell,711.5176991150443,
3939,strain,4,AKS1092,20,712.5851528384279,high cdg cell,712.5851528384279,
3940,strain,5,AKS1092,25,714.8860759493671,high cdg cell,714.8860759493671,
3941,strain,6,AKS1092,30,722.2887029288703,high cdg cell,722.2887029288703,
3942,strain,7,AKS1092,35,737.965811965812,high cdg cell,737.965811965812,
3943,strain,8,AKS1092,40,747.3640167364017,high cdg cell,747.3640167364017,
3944,strain,9,AKS1092,45,755.3786008230453,high cdg cell,755.3786008230453,
3945,strain,10,AKS1092,50,747.8100775193799,high cdg cell,747.8100775193799,
3946,strain,11,AKS1092,55,754.5037313432836,high cdg cell,754.5037313432836,
3947,strain,12,AKS1092,60,757.2446043165468,high cdg cell,757.2446043165468,
3948,strain,13,AKS1092,65,740.3728222996516,high cdg cell,740.3728222996516,
3949,strain,14,AKS1092,70,729.1891891891892,high cdg cell,729.1891891891892,
3950,strain,15,AKS1092,75,694.4357142857143,high cdg cell,694.4357142857143,
3951,strain,0,AKS1092,0,823.4313725490196,high cdg cell,823.4313725490196,
3952,strain,1,AKS1092,5,830.9234449760766,high cdg cell,830.9234449760766,
3953,strain,2,AKS1092,10,834.0363636363636,high cdg cell,834.0363636363636,
3954,strain,3,AKS1092,15,854.9568965517242,high cdg cell,854.9568965517242,
3955,strain,4,AKS1092,20,868.6470588235294,high cdg cell,868.6470588235294,
3956,strain,5,AKS1092,25,886.959349593496,high cdg cell,886.959349593496,
3957,strain,6,AKS1092,30,910.1927710843372,high cdg cell,910.1927710843372,
3958,strain,7,AKS1092,35,921.914979757085,high cdg cell,921.914979757085,
3959,strain,8,AKS1092,40,920.5542635658916,high cdg cell,920.5542635658916,
3960,strain,9,AKS1092,45,925.9248120300751,high cdg cell,925.9248120300751,
3961,strain,10,AKS1092,50,936.7028985507246,high cdg cell,936.7028985507246,
3962,strain,11,AKS1092,55,933.2902097902098,high cdg cell,933.2902097902098,
3963,strain,12,AKS1092,60,946.872852233677,high cdg cell,946.872852233677,
3964,strain,13,AKS1092,65,950.2162162162164,high cdg cell,950.2162162162164,
3965,strain,14,AKS1092,70,939.1362126245848,high cdg cell,939.1362126245848,
3966,strain,0,AKS1092,0,643.1936758893281,high cdg cell,643.1936758893281,
3967,strain,1,AKS1092,5,640.6104868913858,high cdg cell,640.6104868913858,
3968,strain,2,AKS1092,10,633.4057971014493,high cdg cell,633.4057971014493,
3969,strain,3,AKS1092,15,640.3438596491228,high cdg cell,640.3438596491228,
3970,strain,4,AKS1092,20,651.2474226804123,high cdg cell,651.2474226804123,
3971,strain,5,AKS1092,25,681.3344947735192,high cdg cell,681.3344947735192,
3972,strain,6,AKS1092,30,707.9172413793103,high cdg cell,707.9172413793103,
3973,strain,7,AKS1092,35,721.3602693602694,high cdg cell,721.3602693602694,
3974,strain,8,AKS1092,40,744.5718954248366,high cdg cell,744.5718954248366,
3975,strain,9,AKS1092,45,749.0445859872611,high cdg cell,749.0445859872611,
3976,strain,10,AKS1092,50,766.6372239747634,high cdg cell,766.6372239747634,
3977,strain,11,AKS1092,55,775.7264150943396,high cdg cell,775.7264150943396,
3978,strain,12,AKS1092,60,761.7781155015198,high cdg cell,761.7781155015198,
3979,strain,13,AKS1092,65,757.9970501474926,high cdg cell,757.9970501474926,
3980,strain,14,AKS1092,70,758.2659279778393,high cdg cell,758.2659279778393,
3981,strain,15,AKS1092,75,734.9297752808989,high cdg cell,734.9297752808989,
3982,strain,0,AKS1092,0,584.1014492753624,high cdg cell,584.1014492753624,
3983,strain,1,AKS1092,5,587.7788461538462,high cdg cell,587.7788461538462,
3984,strain,2,AKS1092,10,619.4953271028037,high cdg cell,619.4953271028037,
3985,strain,3,AKS1092,15,625.6606334841629,high cdg cell,625.6606334841629,
3986,strain,4,AKS1092,20,641.4260869565218,high cdg cell,641.4260869565218,
3987,strain,5,AKS1092,25,659.6906779661017,high cdg cell,659.6906779661017,
3988,strain,6,AKS1092,30,660.9375,high cdg cell,660.9375,
3989,strain,7,AKS1092,35,668.1161825726141,high cdg cell,668.1161825726141,
3990,strain,8,AKS1092,40,669.82421875,high cdg cell,669.82421875,
3991,strain,9,AKS1092,45,678.6264150943397,high cdg cell,678.6264150943397,
3992,strain,10,AKS1092,50,692.88,high cdg cell,692.88,
3993,strain,11,AKS1092,55,706.6347517730496,high cdg cell,706.6347517730496,
3994,strain,0,AKS1092,0,634.9509803921569,high cdg cell,634.9509803921569,
3995,strain,1,AKS1092,5,619.6682464454976,high cdg cell,619.6682464454976,
3996,strain,2,AKS1092,10,603.9082568807339,high cdg cell,603.9082568807339,
3997,strain,3,AKS1092,15,610.4639639639639,high cdg cell,610.4639639639639,
3998,strain,4,AKS1092,20,632.8697478991596,high cdg cell,632.8697478991596,
3999,strain,5,AKS1092,25,642.1440329218107,high cdg cell,642.1440329218107,
