,Unnamed: 0,id_seg,id_cell,id_par,id_colony,id_d1,id_d2,id_sib,frames,new_pole,old_pole,edges,length,width,area,perimeter,fluo1,fluo2,fluo3,x_pos,y_pos,generation,age,strain,movie_name,replicate
0,0,0,0,-1,0,1,27,-1,0,[ 22 705],[  3 733],-y,42.42298889160156,9.580977439880373,338.0,51,512.9313984168865,543.1503957783641,980.2506596306068,718.5883905013193,12.601583113456464,0.0,0,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
1,1,0,0,-1,0,1,27,-1,1,[ 26 699],[  8 727],,42.1572151184082,9.707253456115724,334.5,52,505.6666666666667,555.0693333333334,1091.2026666666666,712.3173333333333,16.882666666666665,0.0,1,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
2,2,0,0,-1,0,1,27,-1,2,[ 29 696],[  9 725],,45.20806884765625,9.707253456115724,357.5,52,517.67,570.0625,1166.02,710.0875,19.3275,0.0,2,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
3,3,0,0,-1,0,1,27,-1,3,[ 30 693],[  8 725],,47.1640853881836,9.531591415405272,375.0,54,525.0859188544152,576.219570405728,1193.2482100238662,709.5727923627685,18.95942720763723,0.0,3,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
4,4,0,0,-1,0,1,27,-1,4,[ 28 694],[  5 728],,49.06370544433594,9.717931747436523,384.0,57,519.9906976744186,582.4674418604651,1195.046511627907,711.6418604651162,16.369767441860464,0.0,4,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
5,5,0,0,-1,0,1,27,-1,5,[ 26 695],[  3 730],-y,51.30389022827149,9.645978927612305,398.5,59,519.2841163310962,585.8098434004474,1192.883668903803,712.324384787472,14.807606263982104,0.0,5,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
6,6,0,0,-1,0,1,27,-1,6,[ 25 695],[  3 730],-y,52.15188980102539,9.645980834960938,384.5,58,541.7667436489608,598.9468822170901,1236.3025404157045,712.785219399538,13.875288683602772,0.0,6,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
7,7,0,0,-1,0,1,27,-1,7,[ 24 695],[  2 733],-y,53.3360595703125,9.775419235229492,366.5,50,545.68345323741,603.1438848920864,1234.9760191846524,712.3932853717026,13.50599520383693,0.0,7,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
8,8,0,0,-1,0,1,27,-1,8,[ 26 693],[  3 731],-y,56.42875289916992,9.65438175201416,393.0,61,553.6845637583892,611.7852348993289,1240.3668903803132,711.7964205816555,14.333333333333334,0.0,8,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
9,9,0,1,0,0,2,61,27,9,[ 10 720],[  3 732],-y,24.60000228881836,9.0,161.5,22,564.4171122994652,618.3475935828877,1264.566844919786,725.6844919786096,6.224598930481283,1.0,0,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
10,10,0,1,0,0,2,61,27,10,[  9 719],[  3 729],-y,24.80000305175781,9.0,156.5,21,569.032967032967,628.532967032967,1298.9450549450548,724.2197802197802,5.928571428571429,1.0,1,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
11,11,0,1,0,0,2,61,27,11,[ 12 717],[  3 729],-y,27.399999618530277,9.40000057220459,194.5,19,571.4594594594595,626.6981981981982,1286.1351351351352,723.427927927928,7.382882882882883,1.0,2,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
12,12,0,1,0,0,2,61,27,12,[ 11 718],[  2 733],-y,27.799999237060547,9.199999809265137,189.0,28,579.1244239631336,626.1797235023041,1311.2672811059908,723.2027649769585,6.972350230414746,1.0,3,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
13,13,0,1,0,0,2,61,27,13,[ 13 715],[  3 732],-y,29.09295082092285,9.42358684539795,206.5,27,580.7372881355932,633.7584745762712,1349.4957627118645,722.6610169491526,7.466101694915254,1.0,4,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
14,14,0,1,0,0,2,61,27,14,[ 12 715],[  3 730],-y,30.785863876342773,9.429903030395508,212.5,29,587.164609053498,632.5679012345679,1358.7283950617284,722.1152263374486,7.292181069958848,1.0,5,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
15,15,0,1,0,0,2,61,27,15,[ 14 713],[  4 729],-y,31.90443420410156,9.695802688598633,237.5,40,575.6703703703704,627.2407407407408,1344.7925925925929,721.2703703703704,8.296296296296296,1.0,6,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
16,16,0,1,0,0,2,61,27,16,[ 14 713],[  3 730],-y,32.23199462890625,9.761314392089844,240.0,37,591.1213235294117,635.3676470588235,1392.235294117647,721.4669117647059,8.448529411764707,1.0,7,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
17,17,0,1,0,0,2,61,27,17,[ 14 713],[  3 731],-y,32.23878860473633,9.888367652893066,248.5,35,595.4519572953736,638.3807829181495,1420.8683274021353,721.8683274021353,8.540925266903914,1.0,8,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
18,18,0,1,0,0,2,61,27,18,[ 14 712],[  3 730],-y,32.24774169921875,9.717512130737305,242.5,37,607.7890909090909,643.5127272727273,1472.5527272727272,721.3563636363637,8.18909090909091,1.0,9,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
19,19,0,1,0,0,2,61,27,19,[ 13 714],[  4 730],-y,33.489376068115234,9.79874324798584,247.5,38,612.0,648.2384341637011,1498.3131672597865,722.0213523131673,7.889679715302491,1.0,10,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
20,20,0,1,0,0,2,61,27,20,[ 13 713],[  4 731],-y,33.09380340576172,9.838698387145996,250.5,38,624.5950704225352,647.0492957746479,1533.1021126760563,722.7992957746479,7.464788732394366,1.0,11,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
21,21,0,1,0,0,2,61,27,21,[ 14 711],[  3 731],-y,34.435447692871094,9.391485214233398,263.5,46,617.6722408026756,645.8294314381271,1536.2541806020067,720.6220735785953,8.508361204013378,1.0,12,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
22,22,0,1,0,0,2,61,27,22,[ 12 709],[  3 732],-y,34.46882247924805,9.803059577941896,274.5,44,625.7467948717949,642.3525641025641,1548.676282051282,720.1025641025641,7.705128205128205,1.0,13,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
23,23,0,1,0,0,2,61,27,23,[  9 704],[  5 728],,37.48300552368164,10.137567520141602,309.5,33,637.6410256410256,645.2991452991453,1561.4586894586894,715.8119658119658,7.43019943019943,1.0,14,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
24,24,0,1,0,0,2,61,27,24,[  9 703],[  5 729],,37.75950241088867,10.182339668273926,314.0,32,643.9606741573034,643.4073033707865,1575.1966292134832,715.438202247191,7.50561797752809,1.0,15,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
25,25,0,1,0,0,2,61,27,25,[ 11 701],[  6 729],,39.45575714111328,10.192737579345703,311.5,41,667.8107344632768,652.1271186440678,1644.734463276836,714.8841807909605,8.13276836158192,1.0,16,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
26,26,0,1,0,0,2,61,27,26,[ 12 700],[  6 729],,39.7845573425293,9.699540138244627,311.0,36,678.680790960452,661.0395480225989,1703.8672316384182,714.7203389830509,8.627118644067796,1.0,17,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
27,27,0,1,0,0,2,61,27,27,[ 11 701],[  6 729],,40.43405151367188,9.847835540771484,319.5,41,687.9669421487604,664.4876033057851,1730.9146005509642,715.038567493113,8.038567493112948,1.0,18,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
28,28,0,1,0,0,2,61,27,28,[ 11 700],[  5 730],,41.9217414855957,9.86393928527832,333.0,38,679.3280423280423,653.2433862433862,1730.9550264550264,714.6587301587301,7.701058201058201,1.0,19,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
29,29,0,1,0,0,2,61,27,29,[ 11 698],[  6 730],,43.73013305664063,9.699540138244627,343.5,37,685.3641025641026,653.2128205128205,1733.497435897436,714.6051282051282,8.025641025641026,1.0,20,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
30,30,0,1,0,0,2,61,27,30,[ 12 698],[  5 731],-y,44.27415084838867,10.107028007507324,356.5,38,689.1831683168317,649.700495049505,1748.5643564356435,714.6955445544554,7.861386138613861,1.0,21,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
31,31,0,1,0,0,2,61,27,31,[ 12 698],[  5 731],,45.18528366088867,10.190387725830078,358.0,38,692.0886699507389,647.5935960591133,1760.2142857142858,714.8349753694581,7.881773399014778,1.0,22,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
32,32,0,1,0,0,2,61,27,32,[ 13 694],[  6 730],,46.45645904541016,10.008912086486816,368.5,46,701.7703349282297,648.7392344497607,1773.425837320574,713.5598086124402,8.657894736842104,1.0,23,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
33,33,0,1,0,0,2,61,27,33,[ 13 695],[  5 730],,49.02903366088867,10.001924514770508,387.0,43,698.9246575342465,636.6666666666666,1759.5570776255709,712.8767123287671,8.700913242009133,1.0,24,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
34,34,0,1,0,0,2,61,27,34,[ 15 692],[  7 730],,50.7940788269043,10.001923561096191,392.5,50,698.4192825112108,641.3273542600897,1773.9484304932737,711.5941704035874,9.672645739910314,1.0,25,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
35,35,0,1,0,0,2,61,27,35,[ 14 691],[  5 728],,52.38412094116211,10.14397430419922,415.0,48,700.6361702127659,637.804255319149,1759.8148936170212,710.4191489361702,9.140425531914891,1.0,26,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
36,36,0,1,0,0,2,61,27,36,[ 17 688],[  6 729],,54.06023025512695,9.95968246459961,419.0,53,705.9831578947368,635.8021052631578,1767.2147368421054,708.1389473684211,10.732631578947368,1.0,27,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
37,37,0,1,0,0,2,61,27,37,[ 16 685],[  4 728],-y,55.56156539916992,10.208227157592772,449.0,57,704.0650887573964,630.1932938856016,1745.9072978303748,708.3846153846154,9.54240631163708,1.0,28,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
38,38,0,1,0,0,2,61,27,38,[ 17 683],[  4 729],-y,57.271881103515625,9.910755157470703,445.0,62,713.0059523809524,632.0853174603175,1772.6150793650793,706.593253968254,9.257936507936508,1.0,29,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
39,39,0,1,0,0,2,61,27,39,[ 18 682],[  4 728],-y,59.474910736083984,10.35528564453125,460.0,67,709.7236084452975,623.3128598848368,1742.619961612284,705.8042226487524,9.869481765834934,1.0,30,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
40,40,0,1,0,0,2,61,27,40,[ 18 681],[  4 730],-y,60.69960021972656,10.560911178588867,457.5,67,706.9808061420346,618.4433781190019,1746.7370441458734,705.7120921305183,9.408829174664108,1.0,31,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
41,41,0,2,1,0,3,124,61,41,[  8 711],[  4 729],-y,31.021059036254883,9.544940948486328,238.0,28,691.1654411764706,617.8529411764706,1732.5588235294117,720.5514705882352,5.735294117647059,2.0,0,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
42,42,0,2,1,0,3,124,61,42,[  9 711],[  5 731],-y,30.790233612060547,9.217458724975586,232.5,31,699.6217228464419,615.5543071161048,1732.8576779026216,721.0936329588015,6.378277153558052,2.0,1,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
43,43,0,2,1,0,3,124,61,43,[ 11 710],[  6 731],,32.75138854980469,9.21745777130127,248.0,37,700.2605633802817,617.5598591549295,1748.887323943662,720.1197183098592,8.26056338028169,2.0,2,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
44,44,0,2,1,0,3,124,61,44,[  9 710],[  4 732],-y,32.74192810058594,9.337285995483398,252.0,28,692.5034722222222,611.7222222222222,1761.298611111111,721.1180555555555,6.138888888888889,2.0,3,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
45,45,0,2,1,0,3,124,61,45,[  9 709],[  3 733],-y,33.9437141418457,9.079593658447266,248.0,32,696.7157894736843,611.3614035087719,1749.361403508772,720.0526315789474,5.7368421052631575,2.0,4,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
46,46,0,2,1,0,3,124,61,46,[  8 708],[  3 733],-y,35.89527130126953,9.216353416442873,259.5,37,695.3691275167786,608.1073825503356,1750.7617449664428,719.9228187919463,5.453020134228188,2.0,5,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
47,47,0,2,1,0,3,124,61,47,[  9 705],[  3 732],-y,35.62323760986328,9.589089393615724,267.0,35,690.2320261437909,604.6699346405229,1726.3071895424837,718.4738562091503,5.643790849673203,2.0,6,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
48,48,0,2,1,0,3,124,61,48,[  9 705],[  2 734],-y,36.36442184448242,9.35746955871582,255.5,30,694.6768707482993,607.7482993197278,1756.5510204081634,717.7142857142857,5.23469387755102,2.0,7,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
49,49,0,2,1,0,3,124,61,49,[ 10 703],[  3 730],-y,37.90225982666016,9.668157577514648,286.0,37,691.7278287461774,600.9296636085627,1705.6299694189602,714.525993883792,6.342507645259939,2.0,8,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
50,50,0,2,1,0,3,124,61,50,[ 10 703],[  4 729],-y,39.29076766967773,9.701424598693848,302.0,41,677.9622093023256,600.3372093023256,1697.4941860465117,714.453488372093,7.122093023255814,2.0,9,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
51,51,0,2,1,0,3,124,61,51,[ 10 703],[  4 730],-y,39.25699996948242,9.559333801269531,294.0,31,677.8244047619048,598.8363095238095,1709.741071428571,716.3988095238095,6.017857142857143,2.0,10,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
52,52,0,2,1,0,3,124,61,52,[ 10 704],[  4 733],,39.81157302856445,9.609689712524414,298.0,36,687.1671554252199,606.1730205278592,1734.1143695014662,716.9384164222874,6.777126099706745,2.0,11,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
53,53,0,2,1,0,3,124,61,53,[ 11 702],[  6 733],,40.60590362548828,9.796401977539062,311.5,39,680.0281690140845,602.6197183098592,1713.2957746478874,715.7915492957746,7.859154929577465,2.0,12,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
54,54,0,2,1,0,3,124,61,54,[  9 702],[  6 731],,39.20197677612305,9.506253242492676,299.0,24,681.9178885630498,604.8240469208212,1742.7272727272727,715.2961876832844,6.976539589442815,2.0,13,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
55,55,0,2,1,0,3,124,61,55,[  9 702],[  7 729],,39.42405700683594,9.938838005065918,314.0,28,675.1064425770309,603.9495798319327,1731.672268907563,714.9159663865546,7.417366946778712,2.0,14,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
56,56,0,2,1,0,3,124,61,56,[ 11 699],[  8 732],,42.40571212768555,9.828407287597656,329.5,28,666.9066666666666,593.3253333333333,1676.168,713.6186666666666,8.813333333333333,2.0,15,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
57,57,0,2,1,0,3,124,61,57,[ 10 699],[  7 730],,41.55868911743164,10.39767074584961,343.5,29,668.2390745501285,597.3239074550129,1700.3856041131105,714.0385604113111,7.419023136246786,2.0,16,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
58,58,0,2,1,0,3,124,61,58,[ 10 699],[  7 730],,43.51002502441406,9.938838005065918,345.5,22,662.9260204081633,595.0076530612245,1682.7448979591836,713.2448979591836,8.089285714285714,2.0,17,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
59,59,0,2,1,0,3,124,61,59,[  9 697],[  5 732],,46.38887023925781,10.043415069580078,366.5,31,650.1630695443645,587.9832134292566,1635.0599520383694,713.0671462829736,6.764988009592326,2.0,18,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
60,60,0,2,1,0,3,124,61,60,[ 11 697],[  5 734],-y,48.65678787231445,10.036959648132324,393.5,40,645.2443946188341,584.6233183856502,1594.7354260089687,714.786995515695,6.928251121076233,2.0,19,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
61,61,0,2,1,0,3,124,61,61,[ 12 694],[  5 731],,47.18250274658203,10.02833652496338,373.0,38,651.7594339622641,591.875,1636.5377358490566,711.3608490566038,7.78066037735849,2.0,20,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
62,62,0,2,1,0,3,124,61,62,[ 12 692],[  6 731],,49.81846237182617,10.427119255065918,394.0,47,653.7561521252796,585.228187919463,1602.9753914988814,712.0514541387024,8.046979865771812,2.0,21,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
63,63,0,2,1,0,3,124,61,63,[ 12 694],[  5 733],,51.147705078125,10.441323280334473,415.0,40,648.6055437100213,579.1236673773988,1567.8251599147122,712.5820895522388,7.67590618336887,2.0,22,UJP505,UJP505_TL_PseudoMutants_D11optScar_01_03,2
