,uni_par_id,strain,movie_name,replicate,id_colony,id_par,frames,generation,age,cdg_dh,cdg_dl,cdg_norm_dh,cdg_norm_dl,len_dh,len_dl,idc_dh,idc_dl,rel_cdg_hl
8,AKS1092-3-313,AKS1092,AKS1092_TL01_28,3,93,313,34,2.0,8,766.4559748427673,654.2209737827716,1.1504361705294972,0.9819735202835734,39.3874626159668,36.61368942260742,314,982,0.8535662781113815
9,AKS1092-3-313,AKS1092,AKS1092_TL01_28,3,93,313,35,2.0,9,768.8079268292682,652.1584905660377,1.1539664067406172,0.9788777713149163,40.70499801635742,37.72969055175781,314,982,0.84827232889713
10,AKS1092-3-313,AKS1092,AKS1092_TL01_28,3,93,313,36,2.0,10,781.8768328445748,645.5821428571429,1.173582591730686,0.9690067956521022,42.14732360839844,38.94252395629883,314,982,0.8256826596440092
11,AKS1092-3-313,AKS1092,AKS1092_TL01_28,3,93,313,37,2.0,11,784.7692307692307,641.1095890410959,1.1779240272485854,0.962293575514865,43.99481964111328,41.16429138183594,314,982,0.8169402722538961
12,AKS1092-3-313,AKS1092,AKS1092_TL01_28,3,93,313,38,2.0,12,761.9075144508671,636.5649350649351,1.1436090160329375,0.9554721343775725,45.18862915039063,42.941497802734375,314,982,0.8354884588895665
13,AKS1092-3-313,AKS1092,AKS1092_TL01_28,3,93,313,39,2.0,13,769.21875,649.9542483660131,1.1545830446830618,0.9755692447475083,47.16229248046875,43.85773086547852,314,982,0.8449537252777743
14,AKS1092-3-313,AKS1092,AKS1092_TL01_28,3,93,313,40,2.0,14,763.5171428571429,630.7888198757764,1.1460250383492503,0.9468022928512981,48.06662368774414,46.05541610717773,314,982,0.8261619608373345
0,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,14,2.0,0,635.7899159663865,662.7487922705315,1.0,1.0424021766107567,31.059009552001957,28.5931396484375,325,732,1.042402176610757
1,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,15,2.0,1,648.603305785124,666.9675925925926,1.0201534964568626,1.049037702302681,31.13878059387207,30.0,325,732,1.0283135880493839
2,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,16,2.0,2,651.4016064257028,566.2184466019418,1.0245547940715398,0.8905747517893585,32.21707534790039,30.15068817138672,325,732,0.8692309644565226
3,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,17,2.0,3,651.3816793893129,351.2196261682243,1.0245234519003457,0.5524145906504011,33.21819305419922,31.272506713867188,325,732,0.5391917477591659
4,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,18,2.0,4,685.0264150943397,275.9626168224299,1.077441459657495,0.43404686027926825,33.238338470458984,31.104248046875,325,732,0.4028495992879708
5,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,19,2.0,5,693.2608695652174,590.7644444444444,1.0903929932758942,0.92918184074451,34.23111724853516,32.055519104003906,325,732,0.8521531653949339
6,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,20,2.0,6,685.7508771929824,688.0474137931035,1.0785809273974665,1.0821930271531388,34.32878494262695,32.0,325,732,1.0033489371672721
7,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,21,2.0,7,688.3510638297872,684.9527896995709,1.0826706220772768,1.0773256582065445,34.43690872192383,34.08107376098633,325,732,0.9950631671703835
8,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,22,2.0,8,707.5793103448276,692.2049180327868,1.1129137040013017,1.0887321435110382,35.48004913330078,35.11383819580078,325,732,0.9782718458732941
9,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,23,2.0,9,730.9691780821918,691.4787644787644,1.149702377665325,1.0875900153712443,36.47183227539063,36.0,325,732,0.9459752684688615
10,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,24,2.0,10,714.6407766990292,699.4191176470588,1.1240203072626453,1.1000789727593545,37.45848846435547,37.0,325,732,0.9787002651566005
11,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,25,2.0,11,733.3054662379421,699.4219858156029,1.1533770005196358,1.1000834839484628,39.622013092041016,37.17421340942383,325,732,0.9537934980954516
12,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,26,2.0,12,735.2611275964392,708.304794520548,1.1564529558145928,1.1140547793117173,40.79158020019531,38.38029861450195,325,732,0.9633377421107366
13,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,27,2.0,13,739.5835962145111,713.2950819672132,1.1632515358321789,1.1219037358952455,41.22791290283203,39.73939895629883,325,732,0.9644549792858398
14,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,28,2.0,14,736.7554179566564,718.4479495268139,1.1588032453091122,1.1300084060546778,41.70669555664063,41.17331314086914,325,732,0.9751512266029653
15,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,29,2.0,15,714.2724458204334,707.5892857142857,1.1234409792969982,1.1129293937271176,42.905521392822266,42.7108154296875,325,732,0.9906434020446201
16,AKS1092-3-324,AKS1092,AKS1092_TL01_28,3,96,324,30,2.0,16,724.0059880239521,707.6591549295774,1.1387503479407646,1.1130392872839943,43.819480895996094,44.597618103027344,325,732,0.9774216879904674
0,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,19,2.0,0,643.1692913385826,652.9347826086956,1.0,1.0151833916849307,30.864421844482425,22.059484481811523,330,855,1.0151833916849307
1,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,20,2.0,1,651.988326848249,637.7083333333334,1.0137118417008248,0.9915092992174988,32.30769729614258,23.768489837646484,330,855,0.9780977773268641
2,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,21,2.0,2,657.6867924528302,650.933774834437,1.0225718194412443,1.0120722235971416,33.20391845703125,24.31812286376953,330,855,0.9897321678101397
3,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,22,2.0,3,681.2007434944238,444.8475609756098,1.0591313246263498,0.6916492546616771,33.78077697753906,26.0,330,855,0.653034461902714
4,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,23,2.0,4,704.3462897526501,429.2619047619048,1.095118033833276,0.6674166670310276,35.153038024902344,26.20848655700684,330,855,0.6094472435038333
5,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,24,2.0,5,717.4982206405693,665.0693641618498,1.1155666638674417,1.0340502463631123,36.87712478637695,27.5983829498291,330,855,0.9269282418123461
6,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,25,2.0,6,716.4767025089606,662.8555555555556,1.1139784068636243,1.0306082154140186,37.811767578125,28.431921005249023,330,855,0.9251599573780499
7,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,26,2.0,7,708.4026845637584,653.671875,1.1014249189189522,1.0163294233771005,39.60346603393555,28.285079956054688,330,855,0.9227405390234198
8,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,27,2.0,8,716.1824104234528,675.4404145077721,1.113520841352536,1.0501751616623765,40.577125549316406,28.24529266357422,330,855,0.9431122639669529
9,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,28,2.0,9,720.629392971246,689.4223300970874,1.1204350124855171,1.071914252408167,41.29814529418945,29.22271156311035,330,855,0.9566947127350885
10,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,29,2.0,10,707.4433656957929,701.3256880733945,1.0999333693675597,1.0904216005303597,41.43969345092773,30.0,330,855,0.9913524136078633
11,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,30,2.0,11,692.0590062111801,712.6724137931035,1.0760137580120575,1.108063496486079,44.568885803222656,31.40020751953125,330,855,1.029785621452679
12,AKS1092-3-329,AKS1092,AKS1092_TL01_28,3,97,329,31,2.0,12,689.9142011834319,712.72,1.072679013868281,1.108137483549108,46.19611358642578,32.53884506225586,330,855,1.033055992726992
0,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,28,2.0,0,174.1900826446281,149.94082840236686,1.0,0.8607885484977175,20.11178970336914,22.13594627380371,1034,343,0.8607885484977175
1,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,29,2.0,1,174.13076923076923,148.49418604651163,0.999659490293831,0.8524835845532053,21.43499183654785,22.55581283569336,1034,343,0.8527739623645585
2,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,30,2.0,2,174.9618320610687,151.683908045977,1.004430501465546,0.8707953159160801,21.53846549987793,23.76826858520508,1034,343,0.8669542737357325
3,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,31,2.0,3,150.4318181818182,149.13142857142856,0.8636072496085782,0.8561419014633419,21.189191818237305,23.75388526916504,1034,343,0.9913556212634622
4,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,32,2.0,4,172.71532846715328,151.10055865921788,0.9915336501648977,0.8674463916954673,22.135942459106445,23.956159591674805,1034,343,0.8748532049832157
5,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,33,2.0,5,175.30882352941177,150.3756906077348,1.006422529157794,0.8632850293464873,22.803142547607425,25.70966339111328,1034,343,0.8577759383714426
6,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,34,2.0,6,171.06766917293234,152.26373626373626,0.9820746771326476,0.8741240256161735,22.54463005065918,24.93396377563477,1034,343,0.8900789786865736
7,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,35,2.0,7,172.6074074074074,156.6236559139785,0.9909140910137257,0.8991536919671395,23.0,25.951313018798828,1034,343,0.907398229696468
8,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,36,2.0,8,167.1578947368421,153.86631016042782,0.959629229167239,0.8833241699203761,24.17709350585937,27.202680587768555,1034,343,0.9204848529748515
9,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,37,2.0,9,170.6267605633803,156.29166666666666,0.979543484754425,0.8972477898499154,24.0,28.16019821166992,1034,343,0.915985664561751
10,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,38,2.0,10,167.9103448275862,156.6751269035533,0.963948936003128,0.8994491794529558,24.0,28.442365646362305,1034,343,0.9330879944557946
11,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,39,2.0,11,168.5874125874126,155.79381443298968,0.9678358838106431,0.8943896923846729,25.0,27.799230575561523,1034,343,0.924112969301374
12,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,40,2.0,12,169.97368421052633,157.48453608247422,0.9757942681346343,0.9040958801527438,25.0,28.178768157958984,1034,343,0.9265230486350859
13,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,41,2.0,13,169.3450704225352,157.24489795918367,0.97218548755168,0.9027201524439543,25.31744384765625,28.585105895996094,1034,343,0.9285472412443998
14,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,42,2.0,14,169.10135135135135,157.51980198019805,0.9707863317129343,0.9042983365566241,26.2901611328125,29.896953582763672,1034,343,0.9315111956314904
15,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,43,2.0,15,172.32894736842104,158.16746411483254,0.9893154923176423,0.9080164709348929,27.21637344360352,30.857013702392575,1034,343,0.9178229573739997
16,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,44,2.0,16,170.52980132450332,158.6355140186916,0.9789868558269632,0.9107034775471692,26.48525047302246,32.18247604370117,1034,343,0.9302509754105798
17,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,45,2.0,17,174.03896103896105,159.41666666666666,0.9991324327804852,0.9151879616011134,27.3524227142334,31.669898986816406,1034,343,0.9159826381115836
18,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,46,2.0,18,171.4213836477987,158.38073394495413,0.9841053006302436,0.9092408220970466,27.497453689575195,32.612701416015625,1034,343,0.9239263537293702
19,AKS1092-3-342,AKS1092,AKS1092_TL01_28,3,101,342,47,2.0,19,173.56603773584905,157.11637931034485,0.9964174486899339,0.9019823455212662,27.562530517578125,33.969390869140625,1034,343,0.9052253618271853
0,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,27,2.0,0,651.8522727272727,651.6573426573426,1.0,0.9997009597448904,24.624515533447266,22.02050018310547,355,1010,0.9997009597448904
1,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,28,2.0,1,642.0698924731183,629.0126582278481,0.9849929490723012,0.9649619776519818,25.62985038757324,23.32002639770508,355,1010,0.9796638428334078
2,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,29,2.0,2,630.9081632653061,619.4176470588235,0.9678698528205801,0.9502423677488357,27.591327667236328,24.74873733520508,355,1010,0.9817873394647286
3,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,30,2.0,3,649.5314009661836,589.5416666666666,0.9964395740289761,0.9044099274212761,29.1635684967041,25.238859176635746,355,1010,0.9076415178538224
4,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,31,2.0,4,648.7272727272727,406.7530120481928,0.9952059690044105,0.623995695138695,29.014741897583008,25.068870544433597,355,1010,0.6270015600518666
5,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,32,2.0,5,689.6697247706422,271.1470588235294,1.0580153719264425,0.4159639693961366,30.0578670501709,25.298219680786133,355,1010,0.3931549393642044
6,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,33,2.0,6,698.6026785714286,295.6428571428572,1.0717193262954468,0.45354272664559797,31.25675392150879,25.99257469177246,355,1010,0.42319170282515495
7,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,34,2.0,7,698.7234042553191,589.5978260869565,1.0719045303500179,0.9044960810217766,32.362213134765625,27.280027389526367,355,1010,0.8438214928771912
8,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,35,2.0,8,700.4117647058823,686.570652173913,1.0744946270961708,1.0532611158988259,33.37655258178711,26.922771453857425,355,1010,0.9802386064463359
9,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,36,2.0,9,696.6785714285714,671.3903743315508,1.0687675729253052,1.0299732046994834,35.155670166015625,27.784740447998047,355,1010,0.9637017727627735
10,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,37,2.0,10,689.3649122807018,655.2422680412371,1.057547762158565,1.0052005576352154,35.97908020019531,29.12175941467285,355,1010,0.9505013329927499
11,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,38,2.0,11,687.728813559322,656.0954773869347,1.0550378396042803,1.0065094574908957,37.26594924926758,29.66762351989746,355,1010,0.9540031833061206
12,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,39,2.0,12,700.4271844660194,677.4536585365854,1.0745182823947441,1.0392748278719648,39.21223831176758,31.61649513244629,355,1010,0.9672006934640206
13,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,40,2.0,13,701.1572327044025,676.7522935779816,1.075638242037331,1.0381988709597194,40.48648834228516,31.60902976989746,355,1010,0.9651933432501442
14,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,41,2.0,14,700.9283582089553,691.8201754385965,1.0752871279812433,1.0613143566165733,42.45555877685547,33.219146728515625,355,1010,0.9870055439137426
15,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,42,2.0,15,685.1223880597015,706.9877049180328,1.0510393485217602,1.0845827106808725,43.99481964111328,34.391021728515625,355,1010,1.0319144684795003
16,AKS1092-3-354,AKS1092,AKS1092_TL01_28,3,105,354,43,2.0,16,681.3352272727273,721.5685483870968,1.0452295033383887,1.1069510356512826,44.94169616699219,35.17620849609375,355,1010,1.0590506985458787
0,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,17,2.0,0,703.6081081081081,670.7010869565217,1.0,0.9532310376012179,26.0,25.51620864868164,380,809,0.9532310376012179
1,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,18,2.0,1,701.4557522123894,681.2169312169312,0.9969409734326312,0.9681766360660862,27.0,26.388214111328125,380,809,0.9711474017689284
2,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,19,2.0,2,693.7820512820513,680.9145728643216,0.9860347589619489,0.9677469105567787,28.52798843383789,27.658634185791016,380,809,0.9814531402276095
3,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,20,2.0,3,686.3264462809917,479.7342995169082,0.9754385123935196,0.681820311603342,29.809654235839844,28.316207885742188,380,809,0.6989885092093598
4,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,21,2.0,4,726.1574803149606,297.8,1.0320481983464975,0.42324697024987035,31.45556640625,30.476730346679688,380,809,0.41010387976838497
5,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,22,2.0,5,741.3807692307693,300.0636363636364,1.0536842322983258,0.4264641537040562,32.23276138305664,31.23514938354492,380,809,0.40473620144608274
6,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,23,2.0,6,755.2723880597015,530.4080717488789,1.0734276358618302,0.7538401926252144,33.83010482788086,31.196067810058597,380,809,0.7022738817600627
7,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,24,2.0,7,749.4051094890511,691.5043103448276,1.065088791407029,0.9827975294431643,35.08729934692383,32.551780700683594,380,809,0.9227376509566358
8,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,25,2.0,8,762.6560283687943,683.5,1.083921602921059,0.9714214377628824,36.9986457824707,34.05411529541016,380,809,0.8962100535177082
9,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,26,2.0,9,779.1979865771812,677.7142857142857,1.1074317899381836,0.9631985161975366,38.61402130126953,34.81733703613281,380,809,0.8697587742639228
10,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,27,2.0,10,788.7516339869281,675.3076923076923,1.1210098702639422,0.9597781556603843,39.9184684753418,36.12409210205078,380,809,0.8561727966181102
11,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,28,2.0,11,795.4099378881988,684.0879120879121,1.1304729560705766,0.9722570052913648,41.99497222900391,37.48247146606445,380,809,0.8600444619841625
12,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,29,2.0,12,786.8973607038123,696.5847750865051,1.1183744923287708,0.9900181181247504,45.17432403564453,38.890872955322266,380,809,0.8852295227721564
13,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,30,2.0,13,761.8210227272727,689.7689768976898,1.082734854741356,0.9803311942387508,47.40607833862305,40.417327880859375,380,809,0.9054212949235227
14,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,31,2.0,14,763.1553133514986,710.6731391585761,1.0846312095571264,1.010041145019583,48.8465576171875,41.86837768554688,380,809,0.9312300218910353
15,AKS1092-3-379,AKS1092,AKS1092_TL01_28,3,113,379,32,2.0,15,751.2459893048128,709.2061538461538,1.0677051339342798,1.0079561984484489,50.54917144775391,44.68286895751953,380,809,0.9440398537134798
0,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,33,3.0,0,770.0790697674419,670.4638554216867,1.0,0.8706428751844428,28.271730422973636,23.18025779724121,381,1167,0.8706428751844428
1,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,34,3.0,1,765.1038961038961,690.6724137931035,0.9935393989281539,0.8968850614284082,30.21842193603516,24.0,381,1167,0.9027171568595891
2,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,35,3.0,2,754.922131147541,675.7017543859649,0.9803176852677243,0.877444642911827,31.39130210876465,24.278907775878903,381,1167,0.895061525562703
3,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,36,3.0,3,783.4588235294118,485.6609195402299,1.0173745194321546,0.6306637053346948,33.2650146484375,25.70877456665039,381,1167,0.6198933561720206
4,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,37,3.0,4,785.4030418250951,318.6983240223464,1.0198992190013436,0.4138514297221335,34.60041046142578,26.57057380676269,381,1167,0.4057767885412885
5,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,38,3.0,5,811.5827338129496,281.7388888888889,1.0538953279928016,0.3658570917580865,35.355342864990234,27.4615421295166,381,1167,0.3471474652562322
6,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,39,3.0,6,823.4612676056338,700.7473684210527,1.0693204112849255,0.9099680746194974,36.79670333862305,28.23088836669922,381,1167,0.8509779342246485
7,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,40,3.0,7,817.1302931596091,685.87,1.0610992107685466,0.8906488007875966,38.18376159667969,29.15278434753418,381,1167,0.839364304250595
8,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,41,3.0,8,835.5337620578778,690.1477832512315,1.0849973656733753,0.8962037930204375,39.59797668457031,29.546573638916016,381,1167,0.8259962847598548
9,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,42,3.0,9,838.0271903323263,661.7731481481482,1.0882352517195466,0.8593574012445224,41.01219177246094,30.87028694152832,381,1167,0.7896798048828425
10,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,43,3.0,10,837.9389534883721,670.7321428571429,1.08812067018186,0.8709912646498742,43.10060501098633,31.75216484069824,381,1167,0.8004546632721383
11,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,44,3.0,11,860.2853107344632,687.8870292887029,1.1171389335308943,0.8932680503788263,43.859619140625,32.691402435302734,381,1167,0.7996033649597291
12,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,45,3.0,12,849.8140845070423,695.4132231404959,1.1035413347407037,0.9030413245103591,44.65925598144531,32.74073028564453,381,1167,0.8183121882992669
13,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,46,3.0,13,858.2767123287671,707.9274193548387,1.1145306320141388,0.919291858651122,46.63456344604492,33.580322265625,381,1167,0.8248242194921207
14,AKS1092-3-380,AKS1092,AKS1092_TL01_28,3,113,380,47,3.0,14,853.3473684210526,713.2823529411764,1.1081295439944332,0.9262456037879102,47.422210693359375,34.92842102050781,381,1167,0.8358640095896256
0,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,24,2.0,0,587.8660714285714,638.4117647058823,1.0,1.0859816474090433,29.05036354064941,23.476238250732425,439,941,1.0859816474090433
1,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,25,2.0,1,583.0164609053498,654.96,0.991750484066147,1.1141313163530324,30.396196365356445,24.027042388916016,439,941,1.123398812758959
2,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,26,2.0,2,584.8629032258065,620.5949367088608,0.9948914075012579,1.0556740163635487,31.30494880676269,25.49509620666504,439,941,1.0610947168746292
3,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,27,2.0,3,597.2429149797571,447.1509433962264,1.0159506459156573,0.7606340374595975,32.6772575378418,25.465112686157227,439,941,0.7486919177791873
4,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,28,2.0,4,624.8988326848249,286.0988372093023,1.0629952348946765,0.48667349778165364,32.18647384643555,27.276588439941406,439,941,0.4578322477897788
5,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,29,2.0,5,634.911877394636,541.232044198895,1.0800281020670894,0.9206723614507106,33.07693099975586,28.15830421447754,439,941,0.8524522275750193
6,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,30,2.0,6,649.8014981273408,675.0304568527919,1.1053563553145025,1.1482725227064092,33.964752197265625,29.148162841796875,439,941,1.038825639519389
7,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,31,2.0,7,663.2359550561798,651.0048309178744,1.128209276382378,1.10740330588542,34.01460266113281,30.39800262451172,439,941,0.9815584121381516
8,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,32,2.0,8,668.0147058823529,641.0695652173913,1.1363382551726664,1.0905027460753607,35.70519256591797,31.2719783782959,439,941,0.9596638510684118
9,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,33,2.0,9,696.2851851851852,656.7008928571429,1.1844282550499043,1.1170926930028402,37.02842330932617,31.620479583740234,439,941,0.9431493112732042
10,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,34,2.0,10,710.8088235294117,663.75,1.209133947468813,1.1290837016448716,37.947566986083984,33.23003387451172,439,941,0.9337953863659875
11,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,35,2.0,11,725.0688405797101,687.5125,1.233391202213325,1.1695053234306891,38.85115432739258,34.53627395629883,439,941,0.9482030691738416
12,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,36,2.0,12,740.0456140350877,689.4817813765183,1.2588677081443147,1.1728552044192835,40.70888519287109,35.773101806640625,439,941,0.9316747080185086
13,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,37,2.0,13,737.6089965397924,691.4007633587786,1.254722856767922,1.176119522731781,42.028717041015625,37.21041870117188,439,941,0.9373540271366241
14,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,38,2.0,14,717.4451827242525,693.1490909090909,1.2204228438984261,1.1790935462981755,42.47168350219727,38.05802154541016,439,941,0.9661352638498378
15,AKS1092-3-438,AKS1092,AKS1092_TL01_28,3,129,438,39,2.0,15,714.9807692307693,694.3037542662116,1.2162307096466662,1.1810577068667807,45.15618133544922,39.65614700317383,439,941,0.9710803201227306
0,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,35,4.0,0,669.1255605381166,629.0049261083744,1.0,0.9400402005305599,29.525558471679688,25.29822158813477,510,1220,0.9400402005305599
1,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,36,4.0,1,673.6079295154185,626.5619047619048,1.006698845839482,0.9363891348852647,30.811988830566406,26.879358291625977,510,1220,0.9301581488398485
2,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,37,4.0,2,672.6134453781513,637.3990825688073,1.0052126014095615,0.9525851651164028,32.68863677978516,27.82804107666016,510,1220,0.9476454670192535
3,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,38,4.0,3,654.1516393442623,522.061135371179,0.9776216571642965,0.7802140078931269,33.46154022216797,29.4091796875,510,1220,0.7980735718930644
4,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,39,4.0,4,683.3706563706563,318.4618473895582,1.0212891222106113,0.47593735192756415,34.81858444213867,31.11348342895508,510,1220,0.46601627450744143
5,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,40,4.0,5,684.9609929078014,631.6392156862745,1.0236658607944222,0.9439771142180023,36.22430038452149,31.27328872680664,510,1220,0.9221535565183575
6,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,41,4.0,6,683.2525252525253,633.3076923076923,1.02111257669345,0.9464706322059805,37.68589782714844,32.22621536254883,510,1220,0.9269013562352019
7,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,42,4.0,7,682.8503184713376,612.764,1.0205114835580087,0.9157683342827464,38.07268142700195,33.203914642333984,510,1220,0.8973621061959285
8,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,43,4.0,8,692.1980830670926,632.1147540983607,1.0344816038867517,0.9446878005826118,38.586673736572266,33.52000045776367,510,1220,0.9131992265819258
9,AKS1092-3-509,AKS1092,AKS1092_TL01_28,3,80,509,44,4.0,9,698.328173374613,645.2,1.0436429491843227,0.9642435411989412,39.95597839355469,35.14326477050781,510,1220,0.9239209079624048
