,uni_par_id,strain,movie_name,replicate,id_colony,id_par,frames,generation,age,cdg_dh,cdg_dl,cdg_norm_dh,cdg_norm_dl,len_dh,len_dl,idc_dh,idc_dl,rel_cdg_hl
12,AKS1094-2-3,AKS1094,AKS1094_TL_01_05,2,0,3,69,4.0,12,273.73795761079,290.7449392712551,1.176456754387098,1.249548475465253,67.5397720336914,35.448524475097656,4,319,1.0621286934735088
0,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,27,2.0,0,412.3376623376623,420.8666666666667,1.0,1.0206845144356955,22.80789566040039,30.590091705322266,169,23,1.0206845144356955
1,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,28,2.0,1,550.5576923076923,584.893536121673,1.3352107813446397,1.4184819616179158,23.57475852966309,30.9061279296875,169,23,1.062365569119669
2,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,29,2.0,2,620.8853503184713,649.360594795539,1.5057691960479462,1.5748272692679213,24.04162979125977,31.93900489807129,169,23,1.0458623229916149
3,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,30,2.0,3,611.0925925925926,653.0252707581227,1.4820198308544765,1.583714829870093,25.455841064453125,32.29471969604492,169,23,1.0686191890947794
4,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,31,2.0,4,595.060975609756,640.9192982456141,1.4431400038409832,1.5543554634618042,25.569318771362305,33.221649169921875,169,23,1.0770649135390995
5,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,32,2.0,5,628.5529411764705,642.9003322259136,1.5243646132468736,1.5591598608313497,25.80000114440918,34.782527923583984,169,23,1.0228260662062751
6,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,33,2.0,6,640.0511363636364,655.2373417721519,1.5522500000000001,1.5890795375261637,26.34825897216797,35.72411346435547,169,23,1.0237265501859647
7,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,34,2.0,7,642.7621621621622,662.9256965944272,1.558824771227921,1.607725311425855,27.41167259216309,36.66496276855469,169,23,1.031370132872224
8,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,35,2.0,8,667.0,670.2151515151515,1.6176062992125986,1.6254036745406826,28.28971290588379,37.61874771118164,169,23,1.0048203171141703
9,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,36,2.0,9,680.6648936170212,678.4898550724638,1.6507463561735634,1.6454714595458177,29.154760360717773,39.27826690673828,169,23,0.9968045383786442
10,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,37,2.0,10,675.8820512820513,670.9230769230769,1.6391470220068647,1.627120533010297,30.4071102142334,40.2360725402832,169,23,0.9926629589444372
11,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,38,2.0,11,679.8955223880597,644.4423076923077,1.6488804794923024,1.562899454875833,31.38078498840332,41.16172790527344,169,23,0.9478549078081492
12,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,39,2.0,12,666.671497584541,492.6021505376344,1.6168096161892807,1.1946571839810345,33.12060546875,42.880126953125,169,23,0.7388978714740496
13,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,40,2.0,13,594.4413145539907,359.62857142857143,1.4416372038002294,0.8721700787401575,33.228816986083984,44.40443420410156,169,23,0.6049858289180333
14,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,41,2.0,14,404.3,276.5238095238095,0.9805070866141733,0.6706246719160105,35.47393035888672,46.36873245239258,169,23,0.68395698620779
15,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,42,2.0,15,297.2699115044248,318.2345679012346,0.7209380530973452,0.7717814717604744,36.35068893432617,47.23956298828125,169,23,1.0705239769834485
16,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,43,2.0,16,526.4801762114538,456.5487804878049,1.2768180651427383,1.1072206644901095,37.42789077758789,49.05857849121094,169,23,0.8671718349836559
17,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,44,2.0,17,691.9912663755458,612.5185185185185,1.6782150397139222,1.4854779819189268,39.39375686645508,50.0,169,23,0.8851535391865809
18,AKS1094-2-22,AKS1094,AKS1094_TL_01_05,2,5,22,45,2.0,18,682.9344978165939,663.0048899755501,1.6562505931300073,1.6079173709643262,41.18974685668945,51.27495193481445,169,23,0.9708176876336447
0,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,22,2.0,0,520.1151515151515,489.0392156862745,1.0,0.9402518158943275,24.182035446166992,27.163990020751957,147,44,0.9402518158943275
1,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,23,2.0,1,618.7558139534884,593.2,1.1896515841751312,1.1405166688029458,24.6531925201416,27.472108840942383,147,44,0.9586980625035235
2,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,24,2.0,2,610.2716763005781,566.2122641509434,1.1733395470652814,1.0886286671355487,25.491174697875977,28.43363380432129,147,44,0.9278036096698448
3,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,25,2.0,3,604.6,570.0272727272727,1.1624348920402243,1.0959635978046818,26.832813262939453,30.0064640045166,147,44,0.9428171894265178
4,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,26,2.0,4,599.3473684210526,580.4128440366973,1.15233591383579,1.1159314285421067,27.782772064208984,31.015905380249023,147,44,0.9684080962360154
5,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,27,2.0,5,614.0368421052632,595.7117117117117,1.180578647471637,1.1453458142419795,28.29964828491211,30.80793190002441,147,44,0.9701563014839262
6,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,28,2.0,6,618.665,616.2207792207793,1.1894769806220067,1.184777596702695,29.121761322021484,31.77615737915039,147,44,0.9960492014592377
7,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,29,2.0,7,625.7336448598131,626.3991416309013,1.2030675188695878,1.2043470370092721,30.0,32.69414520263672,147,44,1.001063546409171
8,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,30,2.0,8,642.875,636.2172131147541,1.236024365233806,1.2232237635481005,30.60614013671875,34.00908279418945,147,44,0.9896437302971093
9,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,31,2.0,9,655.8253275109171,644.3020408163266,1.2609233274601348,1.238768066916346,31.384109497070312,34.92496871948242,147,44,0.9824293356611807
10,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,32,2.0,10,668.65,647.20703125,1.285580698912828,1.2443533501468207,33.30161666870117,36.24420547485352,147,44,0.9679309522919315
11,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,33,2.0,11,654.9637096774194,622.2209737827716,1.2592667369320802,1.1963138777445241,33.23401641845703,37.69500732421875,147,44,0.9500083204445416
12,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,34,2.0,12,617.3091603053435,570.7709090909091,1.1868701738587222,1.0973933511227116,35.379974365234375,38.99073028564453,147,44,0.924611111891787
13,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,35,2.0,13,498.4485294117647,407.0726643598616,0.9583426438544049,0.7826587308099274,36.723670959472656,41.21899032592773,147,44,0.8166794369726826
14,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,36,2.0,14,315.6272401433692,257.98639455782313,0.6068410797568827,0.49601784106131297,38.20674514770508,42.531646728515625,147,44,0.8173768349038457
15,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,37,2.0,15,232.46917808219175,223.04095563139933,0.4469571351747473,0.42882995233201143,39.62015151977539,43.84061813354492,147,44,0.9594431290695278
16,AKS1094-2-43,AKS1094,AKS1094_TL_01_05,2,10,43,38,2.0,16,213.84641638225256,218.6034482758621,0.41115206076826427,0.4202981736622105,40.35845565795898,46.08855819702149,147,44,1.0222450858615573
0,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,40,2.0,0,301.9921875,313.7647058823529,1.0,1.0389828574037299,20.089887619018555,27.782772064208984,228,61,1.0389828574037299
1,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,41,2.0,1,459.1278195488722,487.64179104477614,1.5203301229402573,1.6147496896580351,20.57182502746582,27.784740447998047,228,61,1.062104647729517
2,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,42,2.0,2,544.3941605839416,576.024154589372,1.8026763046111633,1.9074140935827089,21.466251373291016,29.14330673217773,228,61,1.0581012734807858
3,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,43,2.0,3,552.0068965517241,583.0934579439253,1.8278846917247624,1.9308229884057027,21.912050247192383,29.52847671508789,228,61,1.0563155308138226
4,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,44,2.0,4,582.0827586206897,576.5616438356165,1.9274762153265625,1.909193905341066,22.47190284729004,30.87899208068848,228,61,0.990514897231871
5,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,45,2.0,5,567.5866666666667,504.704347826087,1.8794746690811883,1.6712496836564257,22.7857666015625,32.242713928222656,228,61,0.8892110711305532
6,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,46,2.0,6,548.1089743589744,400.3617021276596,1.8149773306932795,1.3257352961412607,23.45905876159668,32.71698760986328,228,61,0.7304417932508613
7,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,47,2.0,7,552.9141104294479,313.3225806451613,1.8308887889010304,1.0375188286788422,24.39155578613281,34.47557067871094,228,61,0.5666749586148271
8,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,48,2.0,8,548.6347305389221,263.09019607843135,1.8167182902336574,0.8711821264529611,25.0,35.486915588378906,228,61,0.47953616756999456
9,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,49,2.0,9,550.0279329608938,291.3735849056604,1.8213316626308218,0.9648381546481575,26.0,37.40745544433594,228,61,0.5297432501966707
10,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,50,2.0,10,560.3350253807107,345.55434782608694,1.8554619906540155,1.1442492956083075,27.0,38.27362060546875,228,61,0.6166923932540279
11,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,51,2.0,11,576.7093596059113,357.1595744680851,1.9096830430618716,1.1826781925214045,28.27057647705078,39.400665283203125,228,61,0.6193060135388588
12,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,52,2.0,12,573.9719626168225,388.34722222222223,1.9006185801307276,1.2859512209143564,29.26836204528809,40.58905029296875,228,61,0.6765961536721937
13,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,53,2.0,13,585.4355555555555,454.1744966442953,1.9385784791388205,1.5039279671574128,31.225101470947266,42.5045166015625,228,61,0.7757890554038888
14,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,54,2.0,14,595.2086956521739,453.257328990228,1.9709407073723517,1.5008909096041698,31.504823684692383,44.59505844116211,228,61,0.7615099246720365
15,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,55,2.0,15,601.789029535865,455.5880503144654,1.9927304561011698,1.50860872953697,32.497100830078125,45.96194076538086,228,61,0.75705609101223
16,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,56,2.0,16,574.6600790513834,424.5619335347432,1.902897170316313,1.4058705857572664,34.363792419433594,48.79036712646485,228,61,0.7388053372971135
17,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,57,2.0,17,496.8320895522388,410.67462686567166,1.6451819289273462,1.3598849369759662,36.21935272216797,50.28863906860352,228,61,0.8265863568429828
18,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,58,2.0,18,308.9894736842105,427.4670487106017,1.0231704212024044,1.4154904212897947,37.33216857910156,52.38533782958984,228,61,1.383435634922231
19,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,59,2.0,19,240.28424657534248,439.0498614958449,0.7956637837703748,1.4538450982141546,38.290283203125,54.48513412475586,228,61,1.8272103467181662
20,AKS1094-2-60,AKS1094,AKS1094_TL_01_05,2,15,60,60,2.0,20,227.3020134228188,479.8409703504043,0.7526751446933334,1.5889184893248416,40.10600280761719,56.62337112426758,228,61,2.111028244425719
0,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,55,4.0,0,612.1910112359551,689.2395833333334,1.0,1.125857078400783,24.71063232421875,27.26401901245117,306,83,1.125857078400783
1,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,56,4.0,1,624.375,711.4020100502513,1.0199022666789024,1.162058895007293,24.98116874694824,28.35856056213379,306,83,1.139382598679081
2,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,57,4.0,2,636.2211055276382,729.6619047619048,1.03925260882738,1.1918860149363957,26.79703521728516,30.06658744812012,306,83,1.1468684368098307
3,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,58,4.0,3,648.8725490196078,721.9647577092511,1.0599184521014058,1.179312901461381,28.829071044921875,31.14466667175293,306,83,1.1126449389792794
4,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,59,4.0,4,667.5190476190476,723.3803418803419,1.0903770806294435,1.1816252257933455,30.041635513305664,32.37306594848633,306,83,1.0836849442132688
5,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,60,4.0,5,671.5299539170506,723.2822580645161,1.0969288042326788,1.1814650081259417,31.28967666625977,34.361106872558594,306,83,1.0770662631586172
6,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,61,4.0,6,671.0346320346321,711.9031007751938,1.0961197072787419,1.1628774152334083,33.09380340576172,35.59796905517578,306,83,1.0609036654585848
7,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,62,4.0,7,644.0893617021277,648.5751879699249,1.052105225135163,1.0594327196351896,33.602882385253906,37.65435409545898,306,83,1.0069646023277616
8,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,63,4.0,8,571.7822580645161,396.96762589928056,0.9339932269017515,0.6484375278523624,35.46223068237305,38.83293533325195,306,83,0.6942636297303394
9,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,64,4.0,9,617.8409090909091,276.0136518771331,1.0092289787848199,0.45086198067477,36.70588302612305,40.999996185302734,306,83,0.446739035592932
10,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,65,4.0,10,687.0711743772242,256.4397394136808,1.1223150320193256,0.4188884428341303,38.07766342163086,42.447662353515625,306,83,0.3732360619642109
11,AKS1094-2-82,AKS1094,AKS1094_TL_01_05,2,6,82,66,4.0,11,661.0205479452055,241.9751552795031,1.0797619302032355,0.39526087583510644,40.49640274047852,44.6390380859375,306,83,0.3660629855330327
0,AKS1094-2-88,AKS1094,AKS1094_TL_01_05,2,2,88,44,3.0,0,494.0613718411552,463.86138613861385,1.0,0.938874019658734,32.777442932128906,25.93838882446289,89,245,0.9388740196587341
1,AKS1094-2-88,AKS1094,AKS1094_TL_01_05,2,2,88,45,3.0,1,740.1114982578397,698.848623853211,1.4980153083001835,1.4144975982414927,34.40774154663086,27.845338821411133,89,245,0.9442477592879478
2,AKS1094-2-88,AKS1094,AKS1094_TL_01_05,2,2,88,46,3.0,2,733.9795221843003,695.7601809954751,1.4856039431884198,1.4082464662288305,34.650753021240234,29.698484420776367,89,245,0.9479286001398437
3,AKS1094-2-88,AKS1094,AKS1094_TL_01_05,2,2,88,47,3.0,3,730.3311036789298,702.8565022421525,1.4782193980421874,1.422609704585702,35.34775161743164,31.112960815429688,89,245,0.9623806225719017
4,AKS1094-2-88,AKS1094,AKS1094_TL_01_05,2,2,88,48,3.0,4,739.6837060702875,705.1296296296297,1.49714943978276,1.4272106054393878,36.61021423339844,31.365095138549805,89,245,0.9532853351275871
